lang	sentiment	text	num_tokens
fin	-1	Relaa edes vähän, niin huomaat ettei asiat ole ihan niin kuin kuvittelet niiden olevan.	16
fin	-1	Hoh hoh hoh noita sairaita kepulaisia.	7
fin	-1	Kyllä kohta suut loksahtaa auki kun ME hoitajat häippäsemme työpaikoiltamme.	11
fin	-1	Toinen vaihtoehto tietysti on, että uskonnolliset harhat pakottavat uskomaan, että saatana on ne sinne kiveen hakannut.	19
fin	-1	Ehkä syynä on piittaamattomuus.On paljon ihmisiä, joita asia ei kiinnosta -- heillä ei ole kalenterissa aikaa sellaiseen, se ei sovi heidän suunnitelmiinsa, se ei ole tarpeeksi tärkeää.	31
fin	-1	Lapsesta saakka olen pitänyt itseäni rumana ja kuitenkin melko moni nainen kattelee sillä silmällä ja jopa hymyilee (ei ne kaikki voi olla ivallista hymyä).	27
fin	-1	Irakilaismiehillä on tooooosi liukkaat pillut ... heheheh Kannattaisi vähentää sitä kiljunjuontia.	12
fin	-1	Onko minun kohtaloni olla aina se vierestä seuraaja ja kateellinen muiden onnelle ja sille että on joku jonka kanssa jakaa arkea?	22
fin	-1	Hyi helvetin	2
fin	-1	Olen pahoillani, kun stereotypiasi tuottaa sinulle (taas kerran) pettymyksen.	13
fin	-1	en haluu sitä ...	4
fin	-1	Katupartiot häiritsevät valtamedian tiedotussuunnittelua, koska riski on suuri, että sellainen saattaa olla paikan päällä silminnäkijänä taharrushaajien riehuessa ja tieto mediaan leviää samantien etukäteen tiedotussuunnittelemattomana esimerkiksi MV-lehden kautta...	30
fin	-1	Jos nainen antaa miehelle ennen kun saa ajokortin niin nainen antaa sen jälkeenkin, liikaa ja elämä on pilalla:(	21
fin	-1	Teko joka on tehty ilman päämäärää (toisen vuoksi) on loppujen lopuksi aina tehty OMAA napaa ajatellen, ilman että siitä kukaan muukaan, edes Jumala saisi mitään, edes kiitosta...	33
fin	-1	Äitini ei ole innostunut asiasta ja jopa hiukan uhkailee ja painostaa mua, jos lähden, hän uhkaa etten saa nähdä sisaruksiani enää koskaan, jos nyt jätän heidät pulaan, enkä ole koskaan enää tervetullut kotiin.	38
fin	-1	saiskos ton saman vielä suomen kielellä	6
fin	-1	Jatkuvasti saa olla soittelemassa vahteja paikalle, jotka onneksi osaavat panna kuriin rähisijät.	14
fin	-1	PASKAA JATISIVAT POIJANLOPIT!	4
fin	-1	Eikä juutalaiset saamattomuuttasi.	4
fin	-1	BTW, täysin turha ketju...;)	8
fin	-1	Ärsyttää suunnattomasti sun esittäminen.	5
fin	-1	Taas nähdään autoteollisuuden törkeä säästökusetus.	6
fin	-1	Kaikkein pahinta on, kun naapuriksi sattuu hankala tyyppi nykyaikaisella omakotialueella, joissa tontit ovat 500 neliön postimerkkiluokkaa.	19
fin	-1	Näin on esim täyteenahdetuissa päiväkodeissa ja vanhustenhuollossa...	8
fin	-1	Sitten on yksi virkailija, joka on ihan pöljyyttään niin huolimaton listavuorollaan, että sen jälkeen saa korjata virheitä muutaman viikon.	22
fin	-1	Järkesi ei riittänyt selvien faktojen vastaan ottamisiin joten sinun oli pakko käyttää sitä vähäistä järki parkaa v....tuiluun mutta et ymmärrä, että et minulle v.....tuille vaan niille joiden faktaa laitoin esiin!	36
fin	-1	Aika raskasta.	3
fin	-1	Olemme käsittämättömän jääräpäisiä, kun on kyse omien ansioiden metsästämisestä.	11
fin	-1	Matujen uhri 2	3
fin	-1	kuka ymmärtää?????	7
fin	-1	Virka tai Muu Virhe Vaadi Heti Sovittelu !	8
fin	-1	Hemmetin naine!	3
fin	-1	Et halunnut minua ja vingut täällä?	7
fin	-1	Soini nuolee Kokoomuksen takamusta kieli ruskeana ja yhtyy jokaiseen Nato/EU:n lausuntoon.	14
fin	-1	Olin ahdistunut ja ymmällä.	5
fin	-1	En halua sotkea eläämäsi kun oma elämäni on toisinaan sekasorron vallassa.	12
fin	-1	"Se ei myöskään edistä muiden maahanmuuttajien integroitumista vaan opettaa nämä vaatimaan ihonväriin kuuluvana luontaisetuna sen, minkä eteen muut joutuvat tekemään työtä."""	24
fin	-1	kusessa!	2
fin	-1	Lastensuojelu on mielivaltaa	3
fin	-1	Vaan, kun ainoa mikä seisoo on järki, on tietenkin oltava totaalisen järkähtämättömästi sitä mieltä, että hullu on se nainen, joka ei lankea vanhalle viinalle ja erilaisille eritteille tuoksuvan charmöörin koukkuun.	35
fin	-1	parisuhteet lähinnä ahdistaa, liekö jotain sitoutumiskammoakin.	8
fin	-1	pah	1
fin	-1	Iskelmä on niin syvältä.	5
fin	-1	Noh, tälläistä tällä kertaa...	6
fin	-1	ikuinen riesa....	3
fin	-1	BOOOOOOOOOOOOOOOOOOO.	2
fin	-1	Kertokaa kaverit, jos vaan mitenkään jaksatte enää viidettäsadatta samanlaista ongelmallista tyttöä auttaa, millä ilveellä mä saisin itseni rauhottumaan tän asian suhteen?	24
fin	-1	MIKSEI TUPAKAN MYYNTIÄ KRIMINALISOIDA?	5
fin	-1	Ja tietysti tuo äskeinen henkilö, luultavasti herra saa ampua mielipiteeni kokonaan alas.	14
fin	-1	Vielä joitakin vuosia sitten jolloin koirien tuonti Suomeen noilta löytötaloilta alkoi ei kissoja päässyt edes katsomaan, koska olot olivat niin hirveät!	23
fin	-1	"Et se oli jotai liki 250 kiloa, ja jotenkin lapsetki joutu johonki sydäntautipotilaslistalle, iha vaa siks ku mä oon tämmönen tankki, ja sit siin unen lopus juttelin lääkärin kans, et pitäs aloittaa joku lääkitys... siihe tuli toinenki lääkäri sit, joka vilkas sitä min ""kansioo"" ja sano sit sille toiselle jotai, et ""no joo sä voitit tä vedon, oli se paino sit tosiaa niin paljo"".."	77
fin	-1	Aluksi tahdon sanoa että asenteesi on todella typerää ennakkoluuloa.	10
fin	-1	Ja nyt sitten ihmetellään että miksei hesari kirjoita kunnolla...	10
fin	-1	Niin siinä katsotaan auto eikä länsiräppänä ole muuta kuin korjaamoiden rahapyydys	11
fin	-1	Se ns. triviaali kieliongelma poistuu kun saadaan Saimaan-alue, sekä pari tunturia saadaan aidattu pois Junttilandian natiiviväestön käytöstä.	19
fin	-1	Kuka tuollaista perässä roikkuvaa paholaista jaksaisi kuunnella, anna ihmisille oikeus elää rauhassa, teet itsestäsi naurunalaisen kun vaahtoat täälläkin aivan muista asioista, kuin mitkä sinua oikeasti harmittavat: olet vaan niin saatanan kateellinen!	36
fin	-1	Raskauteni oli todella vaikea ja olimme lähes eropisteessä, kun voin niin huonosti.	14
fin	-1	Luuserimeininkiä sulla, sullekkin on sopivia muikkeja olemassa kun käyt pyörähtämässä klo 11 lähijuottolassasi.	15
fin	-1	TYHMÄÄ...	2
fin	-1	Naisenkin kannattaa käyttäytyä niin, ettei miehen tarvitse nalkuttaa, jurottaa tai äyskiä tai lähteä vihoissaan kaljalle.	18
fin	-1	olen kerran kuullut saman sanonnan erään naisen suusta ja eipä hän kauan seurustellutkaan kun jäi kiinni pettämisestä!	18
fin	-1	Venäläisen divisioonan koko taitaa olla tälläkin kirjoittajalla ihan hukassa.	10
fin	-1	Sinulla on faktat ja pää sekaisin.	7
fin	-1	Tosi sikamaista, munhan pitäisi olla kiitollinen ja iloinen siitä, että en ole joutunut läpikäymään kaikkea paskaa mitä muut ovat.	22
fin	-1	ei kai turhuutta tarvitse perustella kun se kerran turhuutta on ! vastausviestisikin ovat turhia .	15
fin	-1	"Taas osoitus ruotsinkielen "" hyödyllisyydestä""....."	7
fin	-1	Laihduttaminen on mahdottomuus, riittää kun ruokaa katsoo niin lihoo !	11
fin	-1	Valitettavasti heidän tarkoituksensa on täällä aika hyvin toteutunut, heteroseksuaalit on vaiennettu ja tämän jälkeen oivasti manipuloidaan mediassa suvaitsemattomia totuuksiaan.	21
fin	-1	Ei kun APINOIJAT käräjille Löysät pois23.1.2011 11:22	7
fin	-1	Svekot eivät millään voi hyväksyä, että PS-ministeri saa tehdä nimityksen.	12
fin	-1	Jos mun lapseni valittais opettajan tekevän sitä tai tätä, niin sillä olis jo seuraavana päivänä nauhuri taskussa ja se ope pistettäis seinää vasten alle aika yksikön.	28
fin	-1	Oletteko koskaan miettineet että sohaisette kerran vielä vahingossa vastaantulijaa silmään niillä kepeillänne.	13
fin	-1	-erityisesti vl-liikkeen johdon epärehellisyys ja kaikenlainen venkoilu ja kaksilla korteilla pelaaminen	11
fin	-1	Olen väsynyt tähän tunteeseen.	5
fin	-1	Oikea rakkaus ei katso sellaisia maallisia asioita, mutta oikeaa rakkautta ei ole kaikille ikinä :(	17
fin	-1	Minkki-Mari on todella härski akka ja on varmaan onnellin kun vaalien raskas prosessi on ohi ja Minkki-Mari entinen pääministeri.	20
fin	-1	voi herran tuuteli...	4
fin	-1	Miksi vitussa nekerot on niin herkkiä heidän arvostelulle.	9
fin	-1	Tämä on kepulaista toiveajattelua.	5
fin	-1	Tai sitten juntteja jotka ei osaa lukea :-))) Eli omatietokone-&gt;c:n ominaisuudet näyttää 2,5gt.	24
fin	-1	Tuntuu, että kaikennäköistä pikkuvikaa on liian paljon.	9
fin	-1	ETTE USKALLA SOITTAA KYTTII, EI ME EES NIIT PELÄTÄ XDDDDDDD	11
fin	-1	Kukaan ei välittänyt.	4
fin	-1	melkoista puppua	2
fin	-1	MYÖSKIN: KOULUSSA EI KOSKAAN TARJOTTU KAHVIA!!!	10
fin	-1	Johanna Tukiainen on turha julkkis.	6
fin	-1	Mutta AA-kerhot voivat muuttua kuin lahkoiksi, jos niihin piintyy!	11
fin	-1	"Jos kansa uhraa jatkuvasti lapsiuhreja ja raiskaa lapsia ja tekee ties mitä muuta kauhistuttavaa, homoilee.."""""	19
fin	-1	:[	2
fin	-1	BITCH.	2
fin	-1	"Itse istuivat peppu tiukasti tuolilla ja komentelivat miehiään""TUO MULLE BOOLIA,KAKKUA.."""	16
fin	-1	Kai hänet pitäisi päästää jo vapauteen kun osaa katua toilailujaan.Siperian reissu olisi omiaan katuvalle panttivankimiehelle.	16
fin	-1	Ehei.	2
fin	-1	Ajoin pari talvea Maxi Iceilla, ja auto oli todella levoton ajettava!!!	15
fin	-1	No nyt osui kovin herkkään kohtaan.	7
fin	-1	Niinkuin nyt kun turhaan tuon pitkän aivopierun ulostit.	9
fin	-1	1234567--- no, kumarra sinä sitä epäjumalaasi, sapattia.	12
fin	-1	Sinulla Maximi Miikkulainen on syntiä ja fariseuksen harhaoppia ihan selkeästi.	11
fin	-1	Sinä sönkkäät puuta heinää ilman mitään tietoa ja asiantuntemusta.	10
fin	-1	Valitettavasti.	2
fin	-1	"Hän tyrkytti tuttuun tapaan kaikki liittymät, joita en siis tarvinnut - hän ei tosin minua ""asiakkaana"" arvostanut muutenkaan ,joten tyrkyttäminen tuntui kamalalta."	27
fin	-1	Iljettävä ajatuskin että asuisin edes samalla suunnalla tuollaisen kanssa.	10
fin	-1	False Flag ! ! ! Eipä muuta.	8
fin	-1	PS. SITÄ SAA, MITÄ TILAA.	8
fin	-1	-.-	1
fin	-1	PM]: akulalla on vielä opittavaa elämästä ja vallankäytöstä :| kaapu[10:38:40 PM]: oottexcte cmmosia eliittejä joista ctä aina varottelee ._.	27
fin	-1	Kokoomusmätä on pahin Suomea tuhoava syöpä ikin.	8
fin	-1	sydän täynnä sirpaleita	3
fin	-1	Että silleen.	3
fin	-1	Laihon sanominen oli kuin olisi vappupallolla hakannut.	8
fin	-1	........................................................................................... .	2
fin	-1	inhoan kaikkea mikä liittyy lentämiseen ja etenkin niihin terminaaleihin.	10
fin	-1	No ei sitten.........	4
fin	-1	täällä vaan runkkarit nylpyttää	4
fin	-1	en ole lepuuttanut kättä vaihdekepillä, kun vika alkoi heti kun olin ostanut auton, mutta kun yksityiseltä ostaa niin minkäs teet?:( mutta nyt on purkaamolta tulossa uusi laatikko!	33
fin	-1	VOI Hel...	3
fin	-1	ärinää..	2
fin	-1	Huokaus.	2
fin	-1	Kuules nyt vouhottaja.	4
fin	-1	Ei kannata vaivautua, sinut jo tunnetaan täällä!	9
fin	-1	Jotenkin sekosin silloin...	4
fin	-1	Miks Kurttia aina mollataan vaikka oli hieno mies? :(	11
fin	-1	"No en uskalla puhuu, ku pelkään niit laseja ku sit alkaase ""Koulukiusaus enkä kestä sitä"" (Äidillä on lasit ei iskäl ja se sai ne vissii 15 v)"	32
fin	-1	Peruuttamaton tilanne on silloin, jos sopassa on jo mukana se kolmaskin osapuoli.	14
fin	-1	Pahalta tuntuu lukea lukea katkerien ihmisten vuodatusta.	8
fin	-1	ei muuten oo.	4
fin	-1	älä suklis kirjoittele kun minä tulen masentuneeksi Hei älä tule tänne jos ottaa koville.	15
fin	-1	VOI VITTU.	3
fin	-1	Mee vvvittu muualle kehuun liikettäs..	6
fin	-1	Minä kyllä yritin lähestyä häntä, mutta ei hän huolinut, en ollut ilmeisesti tarpeeksi nätti tai rempseä tai tai tai...	22
fin	-1	Siis sinua vituttaa ja sen näkee että oikein kunnolla, reppana...	12
fin	-1	"että kyseinen henkilö oli niitä ""ammattikaatujia"", jolle oli jo muodostunut erittäin voimakas suggestioherkkyys."	17
fin	-1	ei voi kuin ihmetellä usan pressaksi aikovien älykkyyttä.	9
fin	-1	Tavallinen tallaaja ei saa netistä kopioida musiikkia omaan käyttöön, mutta isot firmat saavat kopioida pienten ihmisten teoksia ilman pelkoa tekijänoikeusjärjestöjen ajojahdista.	23
fin	-1	Ei näiltä happopäiltä jotka itseään kutsuvat suvaitseviksi ole kukaan saanut mitään järjellisiä perusteluja mihinkään asiaan.	16
fin	-1	"Kun väitin vastaan hän sanoi et ""paskaa"" yms eikä uskonut yhtään mitään sitten sanoin et ""en mä jaksa sanoa sulle mitään kun et usko mitään""."	30
fin	-1	Maku on Suomalaisempi kuin yksikään suvakki!	7
fin	-1	Tuntuu pahalta.	3
fin	-1	..	1
fin	-1	Eihän se tuntunut yhtään miltään.. jälkeenpäin olin vain kauhuissani.	11
fin	-1	NYTKIN IRAKISSA HÄDINTUSKIN SODITAAN ENÄÄ.	6
fin	-1	TOSI HAUSKA OIKEASTI..	4
fin	-1	Pelottaa etten ikinä löydä sopivaa ja mieluista opiskelupaikkaa!	9
fin	-1	"Tiukkasivat perkele lakia ja nyt on lähes kaikki kunnon kama poissa ""apteekin"" hyllyiltä."	16
fin	-1	en haluaisi että kissani vuotaa.. =)	8
fin	-1	Minäkuitenkin itkin ja ikävöin vain sinua.	7
fin	-1	Naiset jostain syystä saavat kuitenkin melko vapaasti kyylätä nuoria poikia.	11
fin	-1	Olenko sinua muka niin kauhealla tavalla uhkaillut, että vieläkin pelkäät minua?	13
fin	-1	Epätoivoinen	1
fin	-1	Lueskelin noita palstan ketjuja ja täytyy sanoa, lohdutonta on, aina sitä samaa jankkausta, olipa aloitus mistä tahansa.	21
fin	-1	Ei tolla linkillä mihinkään pääse.	6
fin	-1	rytmihäiriöitä on.....ei nyt jaksa.	7
fin	-1	Tätä on nähty, koska netissä on pedohunterit jotka pistää kuseen Auerit ja vastaavat	14
fin	-1	EU-politiikan täydellinen asiantuntemattomuutesi tulee esiin, kun väität nämä asiat sovitun tähän päivään asti jäsenyyssopimuksessamme.	16
fin	-1	Mieti tarkkaan rakennatko Evijärvelle, valtapuolueella tarkoituksena näivettää kaikki muu paitsi kirkonkylä.	13
fin	-1	Se voisi kenties(?) olla niinkin, että ne teidän ahdistelijanne ovat sellaisia pikku nettir**kkiksia, jotka kiertävät banninsakin jne.	26
fin	-1	On tehty hankalaksi.	4
fin	-1	Just joo...Näyttääpä taas olevan tääläkin noita kultaisenkäytöksen maillioppilaita enemmänkin liikkeellä, kun on niin varaa arvostella muita.	20
fin	-1	Täältä tulee varma ääni Persuille, niin kauan äänestän Persuja kunnes tulee vieläkin Isänmaallisempi puolue tai Jämäkämpi Johtaja, noille muille petturipaskapuoluille nauran pilkallisesti vain, Hah hah hah	29
fin	-1	Ne vaatteet on niin julmetun rumia etten niitä kuitenkaan lapseni päälle pukisi joten otin mieluummin rahat.	17
fin	-1	Mutta nyt myöhemmin olen saanut tietää että se oli aivan kamalaa aikaa äidilleni kun ei hän tiennyt missä olen ja mitä teen.	23
fin	-1	Tässäkin tein virheen..2 vuotta meni hukkaan.	9
fin	-1	Ei auttantt hyvä osaisuus, kun rakkaus puuttui lasiin ja vaimoon Että näin ne rikkaidenkin arvot ovat .	18
fin	-1	Tahdon vain sanoa, että on aika ruma temppu pettää kumppaniaan toisen kanssa ja sitten ilmoittaa tälle toiselle ettei kiinnosta sen pidempään.	23
fin	-1	Huh huh todellakin, en ole moista kyllä ikinä nähnyt.	11
fin	-1	Jos ei perkele tyttöjä kiinnosta autonasentajan jatelakkahitsarin hommat niin sitten ei kiinnosta.	13
fin	-1	Pahoin pelkään ettei tavikset sinne pääse millään keinoin.	9
fin	-1	Ja että minua tullaan pitämään aivan tyhmänä neuvolassa, lääkärissä ja muuallakin.	13
fin	-1	Siinä saa ymmärtämättömän kansan sekaisin ja nolaa itsensä!	9
fin	-1	...	1
fin	-1	Ota ne munuaiset pois päästä ja ala sitten vasta ajattelee.	11
fin	-1	Tämä lupaus kiihdyttää muslimit tänäkin päivänä sotimaan, tappamaan ja murhaamaan toiveenaan päästä Muhammadin lupaamaan paratiisiin.	17
fin	-1	en halua kertoa totuutta miehenä , koska saisin vain syytöksiä/syytteitä niskaani.	12
fin	-1	Ei pahemmin kiinnosta tämä uusin joka on nyt leffoissa.	10
fin	-1	Jos joku täällä on nolo, niin sinä ja sinun lapselliset katkerat kirjoittelusi ja Iltalehteen linkittelysi.	17
fin	-1	No siitähän se edustaja otti hernettä nenään.	8
fin	-1	Rinnasta puristaa, se on ikävä.	7
fin	-1	Eihän täältä löydä edes niitä halvalla itselle tehtyjä Kastelleja tuohon hintaan, ja niissä riskit ammattitaidottomuudesta johtuviin virheisiin ovat jopa ilmeisiä.	22
fin	-1	Jos meinaat, että aasialainen kaunis nainen tuollaiseen iljetykseen retkahtaisi, joka pitää tyttöjä enemmän vuokravideoina,kuin naisina.	20
fin	-1	Älä pistä sanoja mun suuhuni, en ole itkenyt ettei minusta voi tulla miljonääriä, taikka etten voi seurustella huippumallien kanssa.	22
fin	-1	Voiko aidosti monoteistinen juutalainen puhua kahdesta jumalasta!?	9
fin	-1	säälittävän tappion kera säälittävän provoilusi, väitit sitä aloittajaa vedättäväsi ja hävisit sen homman 6-0.	16
fin	-1	But I mean wtf??	6
fin	-1	En saanut puhutettua ulkoiluttajaa, prkl!	7
fin	-1	Tornion 8 vuotiaalla tytöllä oli perussairautena astma, mutta mitä meille kerrottiin.....terve tyttö kuoli H1N1 virukseen!	19
fin	-1	Ja onhan sanakirjoja jos ei ymmärrä ?????	11
