lang	sentiment	text	num_tokens
fin	-1	Ja täysin turhaa puuhastelua....	5
fin	-1	NYT EI ELETÄ 1940-LUKUA!	5
fin	-1	Siksi jatka vain täällä kirjoittelua kun rahkeet ei muuhun riitä	10
fin	-1	Surullista....	2
fin	-1	Mutta näinhän ihimisiä kusetettiin entisessä Neuvostoliitossakin.	7
fin	-1	Tämä yhdistelmä on siis ainakin minulle jo vähän liikaa.	10
fin	-1	Nyt odottelen paksunsuolen syövän leikkausta ja kivut pahenevat koko ajan.	11
fin	-1	"Kuulostaa siltä, että tuo ""monta kertaa viikossa"" on jumittanut kehityksesi."	14
fin	-1	Yksinäisenä nuorena miehenä sinne meneminen tuntuu tosi hankalalta, kun pelottaa aina se, että, mitä muut ihmiset siitä ajattelevat, kun oon yksin baarissa ilman ketään kavereita.	30
fin	-1	Jäi susta sieluuni syvä haava...	6
fin	-1	Kirkollinen joulu on inflaation kärsinyt juhla, joten se on täysin muokattavissa oleva kauppiaiden tilinteon juhla.	17
fin	-1	Taas ulkomainen kylttyyri rikastutti suomalismusikoiden arkea.	7
fin	-1	Ja siinä vaiheessa kun ihmisiä lakkaa pillu kiinnostamasta on tilanne todella huono.	13
fin	-1	miehen poika on näsäviisas uhkailee lapsiani,mutta mieheni ei halua edes puhua koko asiasta..	16
fin	-1	Koko nuoruus mennyt tässä.	5
fin	-1	Laitoit sitten edelleen propagandakuvia.	5
fin	-1	Anteeksiantokyky, anteeksi ei anneta ikinä.....................	7
fin	-1	Sä oot tosi seko koko jätkä miten sulla on pokkaa.	11
fin	-1	Olenko sinua muka niin kauhealla tavalla uhkaillut, että vieläkin pelkäät minua?	13
fin	-1	Päivän jeesustelut	2
fin	-1	Kun miettii sitä rahamäärää mitä sinne lahjoitetaan niin miten ihmeessä kehitysmaissa ei sitten tapahdu mitään!	16
fin	-1	Itse en haluaisi tanssia samankanssa koko iltaa ,se on tylsää .	12
fin	-1	Dokaamisen lopettaminen oli tosi vaikeeta, yritin, muttei onnistunut.	11
fin	-1	Lapsettomille vastaan, että pitäähän jonkun heitäkin sitten vanhainkodissa hoitaa ja heidänkin eläkkeensä maksaa.	15
fin	-1	No olen, olenhan minä kuule.	7
fin	-1	Kun ei tuo kirjoituspuoli ole sinullakaan kunnossa, niin kannattaa olla ihan hiljaa.	14
fin	-1	Tuskin kestäisi kovinkaan kauan sillä minä olen sellainen luonne, että ei minua jaksaisi kovinkaan kauan.	17
fin	-1	Tämä voi kuulostaa kauhealta naapurikyttäykseltä, mutta meteli on niin valtavaa että kyttäämättäkin alkaa häiritä.	16
fin	-1	Tosi kivaa kun lapset noustessaan polkupyörän päältä oman pihansa portilla, joutuvat astumaan paskakasaan!	15
fin	-1	Ei hyvä ei hyvä.	5
fin	-1	Se fakta että yrität ärsyttää, paljastaa ettet yritä keskustella kunnolla, ja että yrität kostaa sen että olen osunut ja upottanut. :D	25
fin	-1	Minä olen kateellinen sinulle!	5
fin	-1	....	1
fin	-1	Ihan rauhassa on saanut elämänpolkuaan taivaltaa, edes peräkämmarinpojat navetoissaan ei ole kehdanneet lähestyä.	15
fin	-1	BITCH.	2
fin	-1	Se kuvastaa sellaista hankalaa itsensä korottamista ja sellaisesta asenteensa käsin on hankala tulla kenenkään kanssa samalle viivalle keskustelemaan.	19
fin	-1	...mutta kiusaamista en enää kaipaa.	7
fin	-1	En muuten ole mikään jokuveli!	6
fin	-1	...nykyään voi myös suksia helvetin kuu see.	9
fin	-1	Otin yhteyttä tuonne Hyvä Terveys-lehteen ja kerroin, ettei allergiat ja homesairaus TODELLAKAAN JOHDU PELKÄÄMISESTÄ ja että olen tehnyt tutkielman aiheesta.	22
fin	-1	Jatkuvasti saa olla soittelemassa vahteja paikalle, jotka onneksi osaavat panna kuriin rähisijät.	14
fin	-1	Odotellaan että tappavat toisensa, sitten mitä jäljelle jää jos jää niin voi alkaa miettiä uutta lähi-idän yhteiskuntaa jossa ehkä vallitsee rauha ensimmäisen kerran tuhanteen vuoteen.	27
fin	-1	"Ja usein vielä jäävät lässyttämään koirilleen tuohon portille tyyliin ""katsos fiffe kun on iso hauva tuolla""... jne. samaa saissea kusettavat ja paskattavat koiransa MEIDÄN portin likelle olevalle nurmikolle joka on siis MEIDÄN tonttiamme."	37
fin	-1	Tuskin mikän toivelomamatka kiukuttelevan, salaa tiineeksi hankkiutuneen muovihirviön seurassa...	11
fin	-1	Ei todellakaan!	3
fin	-1	siis voi kamala, ettekö oo tienny aiemmin tästä!	10
fin	-1	Irakilaismiehillä on tooooosi liukkaat pillut ... heheheh Kannattaisi vähentää sitä kiljunjuontia.	12
fin	-1	"Varmaan itse sikisit neitsellisesti ne muksus, joita nyt suojelet tuolta hirveältä ""synniltä""."	16
fin	-1	HUOMAA NIMESSÄ ON 2! eli älä addaa jebbexiä...	10
fin	-1	Heitä romikseen jo noin vanha saha ja osta uusi	9
fin	-1	Korot nousee, BUHAHA-kaveri tihentää tahtia.	7
fin	-1	Olen pahoillani näistä erheistäni, mutta tekstistäni saanee niistä huolimatta selvän.	12
fin	-1	Mistä sinä idiootti tuohon persut keksit??	8
fin	-1	Oikeus ja kohtuus on menneen talven lumia.	8
fin	-1	Eikös asia selvinnyt jo niistä ensimmäisistä vastauksista????	11
fin	-1	Jos nää ei tehoa niin olin tässä kylässä kerran ja siellä tarjottiin sellasta valmijauhe suklaamoussea (siis valmistetaan jauheesta ja maidosta), oli muuten sen verran makeeta että ei tullu syötyä kuin 5-6 lusikallista ja sitten oli pakko jättää syömättä loput ku tuli niin paha olo.	48
fin	-1	Hyi hitto!	3
fin	-1	Nyt on niin jumissa ettei taaskaan mene kun kovalla tappelulla hiukan nestettä ja energiapitoista lientä.	16
fin	-1	Eli PAHA perii!	4
fin	-1	Olin menettänyt elämäni tärkeän kumppanin, menettänyt rakkauden kohteen ja rakastajan, olin jäänyt yksin ja halusin vain seurata häntä... kaipasin, tuijotin tielle, odotin, olin elossa, mutta kuollut elämään tätä päivää.	37
fin	-1	O-ou...	2
fin	-1	Ei sillä että kiinnostaisi vähäänkään.	6
fin	-1	Yksikään rehellinen ihminen ei edes suostu lainaamaan sinulta pankkikorttia 2-viikon tuttavuuden jälkeen vaan häpeäisi silmät päästään, jos toinen edes tarjoaisi.	22
fin	-1	"Jos kansa uhraa jatkuvasti lapsiuhreja ja raiskaa lapsia ja tekee ties mitä muuta kauhistuttavaa, homoilee.."""""	19
fin	-1	kesän savuton laiva , mutta eipä ole enään :(.	11
fin	-1	Omaa kopiotasi et minäksesi saa ja noin ehdoton suhtautuminen asioihin ja suvaitsemattomuus tietää varmasti ongelmia tulevaisuudessa.	17
fin	-1	Ripset ovat kuin paksut hämähäkin jalat, kulmakarvat on piirretty väriliidulla ja silmänympärykset väritetty paksulla mustalla tussilla.	18
fin	-1	Mutta miksi ei paheksuta sitä, että väitetään kirjoituksia väärän henkilön tekemiksi, sellainen on valhetta ja erittäin ärsyttävää uhrille.	21
fin	-1	Sinulla on faktat ja pää sekaisin.	7
fin	-1	Hyvähän sinun on hulluista kirjoitella kun itse omaat siitä paperitkin mutta minkä pelin näistä lasket SaPkOn voitoksi?	18
fin	-1	Voi Räkä :(	4
fin	-1	Venäjä ei ole sellainen kehitysmaa että venäläisnaisen pitäisi toimeentullakseen muuttaa toiseen maahan taviksen vaimoksi.	15
fin	-1	Miksi minä en saa päättää mitään, aina nuo vanhemmat ovat määräilemässä mitä pitää tehdä ja miten olla.	19
fin	-1	En ymmärrä, mutta eipä ole minun ongelmani.	9
fin	-1	Mutta näin vaan kävi että ystävyys poikki.	8
fin	-1	Et taida olla oikein perillä asioista, mielestäsi VW-menee vain muodin perässä, hohhoijaa, luepas vaikka autolehdistä tai vaikka netistä uuden 2.0 CR-koneen koeajoraportteja, joissa sitä vanhaa ei kyllä hyvällä muistella.	34
fin	-1	Ja muut tavat ovat vääriä.	6
fin	-1	Joo huono vitsi	3
fin	-1	Ei tunnu Karon kommentti uskottavalta.	6
fin	-1	Se on synkkää luettavaa, ja osoittaa että moiseen vaistonvaraiseen vihaan sortuvat usein muutenkin ovat ihmisinä jo kaltevalla pinnalla.	20
fin	-1	Mitään tyhmempää asioiden hoitoa ei ole kuin luopua omavaraisuudesta.	10
fin	-1	Te olette itse niin täydellisiä ja katsotte velallista kuin vanhaa makkaraa, joten mukavampi se on kun joku muu soittaa, vaikka asian voisi itsekin hoitaa...	27
fin	-1	noin vastaa todellinen vesipää, joka ei paremmasta	8
fin	-1	"Niin no, en ole pahemmin miettinyt tuota avioelämää ""tuheron"" kanssa...voi miten vaikeeta sanoa sulle tuohon mitään."	22
fin	-1	Tornion 8 vuotiaalla tytöllä oli perussairautena astma, mutta mitä meille kerrottiin.....terve tyttö kuoli H1N1 virukseen!	19
fin	-1	te sanotte et pitää arvostaa myös muita kuin tän glamour-pojan ihannenais-tyyppiä, mut eikö se tarkota myös sitä,et muitten pitää kunnioittaa hänen mielipidettään!!!??? mun mielestä...	34
fin	-1	Aika surullinen tapaus koko nainen.	6
fin	-1	Jos käyttäydyt dominoivasti, niin korjaa tapasi ja mene peilin eteen.	12
fin	-1	Ja jatkossa hän voi vaatia muutakin älytöntä.	8
fin	-1	Jos sinulla jossain on joku ajatus isänmaan parhaaksi - niin saat sen ko. jutullasi näkymättömiin - tyystin.	19
fin	-1	"Ja just sillon kun olen väsynyt, tai surullinen, isä alkaa ärsyttämään laulamalla kaikkea minusta, tuntuu niin raskaalta, kun ei pysty pakenemaan, ja jos pyytää että lopettaisi, hän jatkaa entistä ärsyttävämmin, ja usein juttelen surullisena kaverin kanssa koneella, niin isä vaa laulaa vieressä että ""Tietokoneella olen pitkään, olen kahlittu tietokoneeseen kiinni."""	62
fin	-1	Sairas mies niin sairas.	5
fin	-1	Söin aikaisemmin masennuslääkkeitä ja silloin nämä ajatukset eivät häirinneet niin paljon, mutta kokeilin lopettaa ne ja ajatukset alkoivat taas ahdistaa.	22
fin	-1	"Voi kun olisi keino laittaa ""punainen lippu"" varoittamaan toisia tästä miehestä :("	15
fin	-1	Tosin sun kämppäs taitaa olla jo maalilla ja paskalla sotkettu.	11
fin	-1	Mitä ne roiskii sinne sun tänne.	7
fin	-1	Hyi helvetin	2
fin	-1	Käsittääkseni Suomen hallitus vielä ajaa tuollaisten voimaansaattamista.	8
fin	-1	Kopionimimerkki on TODELLAKIN hoitoon valmis!!	7
fin	-1	Auta mua!	3
fin	-1	Kun ollaan sellaisten seurassa, jotka eivät pidä julkisesta piereskelystä, varsinkin jos ollaan kahdenkesken tai julkisella paikalla, säästetään pierut vessaan.	23
fin	-1	Taistelen Suomen numerokeskuksen kanssa laskusta, ns sopimuksesta jota en todella ole tehnyt.Muistan vielä puhelunkin,jota kävin sen akan kanssa luurissa.Joo ja sitten tuli lasku ja sitte kirje, punaisella leimalla ,että intrum perii jos maksua ei tule.	41
fin	-1	on tää niin junttila ettette edes ymmärrä kun ette ole missään mitään muuta nähneet!	15
fin	-1	Ihan ylhäisessä yksinäisyydessään hän jaksaa provosoida täällä!	8
fin	-1	Sekin on aika pelottavaa.	5
fin	-1	VITTUUN PYSTYYN HALLITUKSESTA TÄYTTÄ PASKAA VALEHTELEVAT LIIKAA	7
fin	-1	ETHÄN!	2
fin	-1	Johanna Tukiainen on turha julkkis.	6
fin	-1	Aivot käyvät ylikierroksilla ja taidat olla väsynyt.	8
fin	-1	Eivät naiset ansaitse mitään palvontaa ja tavoittelua osakseen.	9
fin	-1	Annan peli ärsyttää!!!	6
fin	-1	ei lähde nukkumalla:( eikä malttais nukkumaan mennä jos vaikka... vaan eihän se niin oo.	18
fin	-1	Mä en vaan jaksa sen kanssa alkaa vääntämään, sitä varten sossut on olemassa, että ne ajaa lasten asioita.	21
fin	-1	Ajoin pari talvea Maxi Iceilla, ja auto oli todella levoton ajettava!!!	15
fin	-1	Vaikka sattuu ja väsyttää.	5
fin	-1	"Taitamattomalle isännöitsijälle voi kolmannenkin luokan ""asiantuntija"" puhua mitä vain."	12
fin	-1	En tietenkään kerro, varsinkaan kun se asia ei kuulu pätkääkään sinulle Marco eikä pj:lle.	18
fin	-1	ANTEEKS EN KIRJOTA KOVIN PITKÄSTI KOSKA OON NIIN VÄSYNY MUT OON ITTEKI AJATELLU ETTEN SAA IKINÄ MIESTÄ KOSKA OON VÄHÄ PYÖREE EN NYT HIRVEESTI MUT JENKKAKAHVOJA VÄHÄN JA ON AKNEARPIA VÄHÄSEN POSKISSA :/	34
fin	-1	Onnekseen ovat niin tyhmiä, että eivät sitä ymmärrä ja jatkavat vaan.	13
fin	-1	"Olipa pressa lukkari tai kuppari Sauli on Lukkari ja Tarja Köyhän kuppari,ja sen taidon varmasti osaa.kuppaa teiltä ""HÖNTÖT"" äänet,ja toinen hyvä kuppari on (iso Paakki)."	34
fin	-1	Itse olen hakannut päätäni tähän kiveen eräänkin kerran ja nyt alkaa jo vituttaa.	14
fin	-1	Se on jäänyt lähtemättömästi järkytyksenä mieleeni.	7
fin	-1	IHAN SAIRAS JUTTU!	4
fin	-1	Vaikka olenkin mies, en voi sietää naismaista dannya.	10
fin	-1	Ei tolla linkillä mihinkään pääse.	6
fin	-1	NYT KYSYY TYHMÄ	3
fin	-1	Tajuatteko, joku tekee työtä.	6
fin	-1	Idiootti, tietty taijusin, en kai mä nyt muuten olis sitä siihen pistäny!	15
fin	-1	Wittu kun oli surkea näyttely.	6
fin	-1	Meitsi saa sen 10.50e/h ja oon ihan talon kirjoilla.... :(((	14
fin	-1	"Ja muistan penskana, kuinka iso-mummoni (suvussa ei pahemmin ollut samanikäisiä tyttöjä) paheksui käyttäytymistäni ""piikalapsena""."	20
fin	-1	Siis se vanha ja oikea Pokémaster Harwey mutta päätin vaihtaa nimeni True Harweyksi ainakin vähäksi aikaa ellei ikuisesti sen idiootti Lugian takia... &gt;:C	28
fin	-1	Mikset kuule, vaikka huudan kuinka ja lujaa!	9
fin	-1	Niin sairas ihminen ku vaan vittu jööteri mielessä 24/7	9
fin	-1	Muuten jokirannan terassit ok, mutta kierrän kaukaa sen terassin, jonka yrittäjä oli kaupunginhallituksessa päättämässä lomautuksista!	18
fin	-1	Osa ilostani jäi sinun verkkoosi, oletko nyt tyytyväinen?	10
fin	-1	Idiootit teinit sivulta pois.	5
fin	-1	Tää oli mun päivystysvuoro, ihme hannarit.	8
fin	-1	Ja nyt en enää aio vastata kaltaisellesi jälkeenjääneelle mitään.	10
fin	-1	Ei h*lvetti!!	6
fin	-1	tuli todistettua, että en kaipaa ketään ihmisiä ympärilleni.	10
fin	-1	!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	400
fin	-1	No haloo!	3
fin	-1	Sitä vastoin terveystietoinen sisarpuoleni ja urheiluhullu lankoni kärsivät huonoista kolesterolista ja pelkäsivät maitorasvoja kun ruttoa - mielestäni joku ei natsaa?	21
fin	-1	MIKSEI TUPAKAN MYYNTIÄ KRIMINALISOIDA?	5
fin	-1	petyin tosi tosi pahasti.	5
fin	-1	"Kansallissosialismilla tarkoitan nukypäivän rokkareita jotka lähes (!) poikkeuksetta uhoavat vetävänsä homoja, hoppareita, pitkätukkia tms. ""erilaista"" väestöä daijuun."	24
fin	-1	He jotka kuluttavat 1500 ekua parissa viikossa ovat varmaan sekoittaneet liirat ja ekut :((	16
fin	-1	Tunnetustihan ne rukoilee niiden rais... eiku panojen välillä, joten matut on nuhteetonta porukkaa.	16
fin	-1	Ihanaakatkeraa Persu sarkasmia.	4
fin	-1	Jos mies olis tehnyt saman, hänkin roikkuisi nyt hirressä, oli naru sitten löysä eli ei.	18
