lang	sentiment	text
fin	-1	pitkää riviä paskaa toistamiseen...mulla on elämäki toisin kun niin monella muulla täällä palstalla roikkuvalla...
fin	-1	Hallitus on juuri niin huono, kuin on sen johto.
fin	-1	Mä kärsin uniongelmista, mutta ne on sekä syy että seuraus syömishäiriössä ja alakulossa.
fin	-1	Se on vähän sairaalloista."
fin	-1	Juuri tämmöisten "hapanmakuy" tyyppien takia naiset valittavat, ettei heille ole markkinoita miesvoittoisilla aloilla.
fin	-1	Kyllä huolii, mutta "tämmöstä yksinäistä..
fin	-1	Kukaan aito kokoomuslainen ei kirjoittele niin kuin sinä.
fin	-1	Helvetin Kalpaki ois tiputtanu sen narrilauman jatkosta.
fin	-1	Kannattas olla rehellinen eikä huijata vanhuksia.
fin	-1	Näitä erilaisia negatiivisia puoliakin olen kuullut vartuttuani ja ehkä itsekkin joskus johonkin törmännyt.
fin	-1	Miksi kaikki tämä törky julkaistiin juuri nyt Olympiakisojen kynnyksellä?
fin	-1	Olet ollut todella 'hidas' jos entinen miehesi oli puhunut ennen sinua avioerosta tyttärelleen...ehkäpä hän ei niin 'sairas' ja ymmärtämätön ollutkaan...
fin	-1	Surullista koska minun rakkauteni olisi riittänyt...
fin	-1	Miksi vitussa nekerot on niin herkkiä heidän arvostelulle.
fin	-1	Kyllä huomaa, ettei sinulla ole mitään käsitystä nykyajan autoiluun liittyvistä tosiasioista.
fin	-1	Mutta ei aavistustakaan mitä teen.
fin	-1	Voi sinua onnetonta, et sinä pysty määräilemään minua pois täältä, ikävä kyllä.
fin	-1	Ei se tollo mihinkään lähde eikä sinunkaan tarvitse poistua paikalta vaan ilma lähtee kiertämään kun hormiin muodostuu tollo..paperi..tollopaperi..VETO S##TANA!
fin	-1	Älkää menkö sinne lähellekkään.
fin	-1	Mummoja ja muita munahaukkoja me välttelemme.
fin	-1	Alan olla täysin kyrpiintynyt siihen, että kun puhuu naisten saavuttamattomista oikeuksista ja naisten kaltoinkohtelusta yhteiskunnassa, niin jo on heti joku äijä hokemassa että no entäs sitten miehet ja asepalvelu ja huoltokiistat ja vaikka mitkä paskajutut.
fin	-1	Kytökylän koulu on joutunut sairaalloisen mielivallan uhriksi.
fin	-1	Peljätti niin kovaa, ettei valoja edes voinut sammuttaa.
fin	-1	Yritän antaa hänelle huomiota, mutta saan tylyä kohtelua takaisin.
fin	-1	Nälkää näen. ;(
fin	-1	Kai siinä menee opettajaltakin motiivi yrittäessään opettaa jotain viiden opintoviikon yliopistojuttua muka kahdessa viikossa tuleville insseille.
fin	-1	Tyhmäkin?
fin	-1	Mitä trollausta???
fin	-1	Niska/pers ote ja käytävälle mahallaan liukuen.
fin	-1	Sari siis ratsasti voittoon muitten viihteellsimpien persoonien kustannuksella.Mainittava myös on kuinka kokkolan likka oli aika avuton myös viikkotehtävissä.
fin	-1	Buah hah hah hah hah hah haaa ääliö Hesalaiset.
fin	-1	Tarkoitan avioliittoon menon suhteen pettynyt ja kyllästynyt.
fin	-1	Sen sijaan siis että saisivat asianmukaista hoitoa ja kuntoutusta saavuttaakseen tasapainon itsensä kanssa päätyvät hyväksikäytettäviksi pornoalalle jossa saavat tuntea itsensä hetken aikaa "tähdiksi" ja jotkut tottakai käärii rahat taskuun näiden tapausten kustannuksella.
fin	-1	Kenties tyypillä on takanaan työura joka perustuu sille että valehteli itsensä töihin ja nyt työura on yhtä sähläämistä ja eteenpäinkaatumista, takkuilua, vastuunpakoilua ja yleensäkin kurjaa koska oikeat taidot , henkinen kapasiteetti tai koulutus eivät riitä työn asialliseen hoitamiseen ja tästä tulee sitten lisäpaineita - ja kiitoksena tästä "suoritan työtäni joka ei ole minulle lainkaan miellyttävää!"
fin	-1	Inhottaa vaan kun jotkut eivät tervehdi koskaan pihalla tai rapussa :(
fin	-1	Hyi hitto!
fin	-1	Ei tarvitse täällä tai muuallakaan purkaa pahaa mieltä asian kanssa.
fin	-1	Sitä paitsi julkisuuteen tyrkytetään vaikka minkälaisia vääristyneitä ihannekuvia niin miehistä kuin naisista.
fin	-1	Mun täytyy vaihtaa puoluetta, kun Vanhasesta ei ole edes pyllylle taputteluun.
fin	-1	Olen pahoillani ahdingostasi, mutta en voi tilanteelle mitään.
fin	-1	Ja miten voisin olla onnellinen normaalipainosena..?olisin lihavempi possu..
fin	-1	Irakilaismiehillä on tooooosi liukkaat pillut ... heheheh Kannattaisi vähentää sitä kiljunjuontia.
fin	-1	Voi ei, voi ei, voi ei.
fin	-1	eiköhän otsikko kerro kaiken olennaisen...
fin	-1	Kun venäjän vihreät miehet tykkä eksyä oman rajan ulkopuolella.
fin	-1	soitti muka työhaastattelijana ja sai sut luulemaan liikoja.
fin	-1	Todella ikävää pakkomyynti meininkiä Pasaatin molemmissa puhelin kaupassa / pisteessä.
fin	-1	Naurusta viel,et Hannen nauru ihastuttaa joitakin,mulla taas nousee niskavillat pystyyn,kun sen kuulen...HHHRRRRRR...
fin	-1	Siksi jatka vain täällä kirjoittelua kun rahkeet ei muuhun riitä
fin	-1	En suosittele.
fin	-1	Sain kuitenkin selville, että poikaystäväni oli pettänyt minua kerran.
fin	-1	Mikä näitä suomalaisia spykoloogeja ihan oikeesti riivaa?
fin	-1	no siis ei epäillä että me oltais se rikottu, vaan epäillään veljen riiviölasta ja hakaneulan yhdistelmää...
fin	-1	Huh huh todellakin, en ole moista kyllä ikinä nähnyt.
fin	-1	Oon yrittäny puhdistaa korvaani, mutta heti, kun vähänkin sinne jotain työntää, niin alkaa jyskyttävä kipu.. :(
fin	-1	Älkää lainatko heille mitään, ette saa takaisin koskaan!
fin	-1	Luottamus mennyt...
fin	-1	Vasta sitten vanhempana alkaa se kiltti DI kiinnostamaan, kun pitäisi löytää rahoittaja perheen perustamiselle ja omakotitalolle.
fin	-1	Kukahan se tyhma lienee?
fin	-1	Mitä tehdä??
fin	-1	2. Toistelin: "Kuumottavaa shaissea ku tämmösiä netistä löytää!"
fin	-1	Jos on niin taulapää että ilmoittelee täällä missä ilmoituksia voi vapaasti teilata niin oppikoot siitä ja nielkööt vitutuksensa.
fin	-1	Jep Arja, kyllä on huomattu, kun on tutkittu esim. brittiläistä uusnatsismia, että nimenomaan ne työväenluokan kakarat on pahimpia rasisteja.
fin	-1	Lue idiootti kenttäteoria, jota sinulle on useasti tarjottu.
fin	-1	Olen tutuiltani kuullut pelkkää miinusta.
fin	-1	Muut jo tietävät kaiken!!
fin	-1	Joten turpa tukkoon tai se suljetaan ja kasvat horsmaa saunan takana.
fin	-1	Kyllä vain lätkitään dementoituneille ei elvytystä ja muillekin vanhuksille olematta laisinkaan lainmääräämällä tavalla omaisten kanssa yhteistyössä, kun potilas itse ei enää pysty hoidostaan päättämään.
fin	-1	Nyt taas koulua narkkareiden kanssa.
fin	-1	Rasistit ulos suomesta..Pikakarkoituksella Pohjois-Koreaan.
fin	-1	En voi käsittää miksi miehet syyttävät aina naista miehen vioista esim. jos mies valehtelee ja nainen uskoo sen = naisen vika, jos mies lyö = naisen vika, jos mies pettää = naisen vika, jos mies raiskaa = naisen vika jne.
fin	-1	Minä saatan sinulle paljon tuskaa, koskas raskaaksi tulet: sinun pitää synnyttämän lapsia kivulla, ja sinun tahtos pitää miehes alle annettu oleman, ja hänen pitää vallitseman sinua.
fin	-1	MYÖSKIN: KOULUSSA EI KOSKAAN TARJOTTU KAHVIA!!!
fin	-1	Loordi nyt kirjoittelee satujaan, yhdelläkään nuorella lääkärillä ei ole puolustusvoimissa 55 v eläkeikää, tämä on Fakta, vain vanhoilla jotka jo eläkkeelle jääneet tai juuri jäämässä, oli upseerin nimitys ja palvelusvuosien jälkeen oli tuo oikeus.
fin	-1	Hanne kun on niin kettu koko akka.
fin	-1	Itkimme molemmat, minulla oli monta päivää tosi paha olla ja purskahdin helposti itkuun kun näin tai kuulin esimerkiksi vauvojen ääniä.
fin	-1	Kunpa maailma olisi aina ilman rikollisia venäläisiä = paavo väyrynen otettaisiin häkkiin.
fin	-1	simo ei ymmärrä et muut ei ehkä oo koneella koko ajan
fin	-1	olisitko kiltti ja antaisit meille sitä lunta/vettä/räntää/muuta paskaa vain päivällä..
fin	-1	IHMETTELEN
fin	-1	Niinhän tuo kuittaa olankohautuksella puolueensa edustajan törppöilytkin.
fin	-1	Kovin on pääsi sekaisn.
fin	-1	Ehkä kirjoittajien kannattaisi siellä ihan käydä ja todeta kuinka asiat ovat??!!!
fin	-1	Joopa joo.
fin	-1	eli _AuTtaKaa nYt HyVÄt iHMiSeT:_ wheeh...X( *tikahtuu* hjälp mig!
fin	-1	AIVAN ONNETTOMAN HUONOSTI KIRJOITETTU.
fin	-1	Itselläni kävi tässä kerran niin, että eräs mies käyttäytyi minua kohtaan todella kylmästi, siinä sitten mietin omaa käyttäytymistäni, mitä olin tehnyt väärin...
fin	-1	Onko tämä demokratiaa ei tämä on piilofasimia äänestäjiä kohtaan ..!
fin	-1	Suurin syy on varmaan, ettei ne missään nimessä halua mamuinvaasiota omalle paikkakunnalleen..!
fin	-1	Siitähän se liitto koostuu,ei mistään tyhjänpäiväisistä lahjoista.
fin	-1	Kaikki hakkerit ja virustelähettäjät kuuluisi laittaa elinkautiseen vankeusrangaistukseen!
fin	-1	Olen väsynyt.
fin	-1	Meille asia ei kuulu pätkääkään.
fin	-1	ONKO HÄNELLÄ OIKEUS OLLA VIHAINEN SIITÄ ETTÄ PÄÄTIN PITÄÄ LAPSEN?
fin	-1	Ki**i*i!
fin	-1	joo olen huomannut saman asian että jos naiselle puhuu miehiin kohdistuvista nöyryytyksistä niin vähättelyä kohtaat heti ikään kuin nainen olisi ainut joka voi kokea häpäisyä olen päättänyt että minun myötätuntoa ette saa ennen kuin myönnetään meihin kohdistuvat nöyryytykset vääryydeksi
fin	-1	vanha ei minua ja montaa muuta sytytä vaikka ois miten kokenu.
fin	-1	Pliis, auttakaa!!!!
fin	-1	Olemme pelkkiä neljän koplan sätkynukkeja.
fin	-1	Aika sairasta.
fin	-1	aika kapea maailmankatsomus..oletko samaa kultalusikka perseessä syntynyttä porukkaa jotka luullem ja nimenomaan luulee olevansa parempia kun muut vaan sen takia kun on aina saanut vanhemmilta/vanhemmalta kaiken minkä on halunnut..
fin	-1	On skeidaa esinahkan alla ja tämä johtuu taas kroonisesta homoilusta,,,,
fin	-1	Ei sitä äitiä/mummoa välttämättä ole, oli lapset tehty minkä ikäisenä hyvänsä :(
fin	-1	Vaikka sattuu ja väsyttää.
fin	-1	Olen pahoillani näistä erheistäni, mutta tekstistäni saanee niistä huolimatta selvän.
fin	-1	Mutta tämä diapamikaan ei aina ahdistuneisuutta vie, voin kahdenkin 10mg diapamin oton jälkeen "tulla hulluksi".
fin	-1	Täynnä kirjoitusvirheitä ja mikä parasta sieltää sai täyden oppimäärän -kuinka tunnistaa aidon Rolex-kellon väärennöksestä !!
fin	-1	Petyin todella PALJON Marineriin.
fin	-1	Mikään ei ole ilmaista.
fin	-1	Vieroksun tuota hokemaa " rakasta itseäsi, niin rakastat muitakin."
fin	-1	Hävetkää ja ajatelkaa ensin, ennenkuin leimaatte jonkun henkilön.
fin	-1	Kyllä kommnetit alkaa olemaan jo psykosomaattisia.
fin	-1	no ei kyllä tosiaan kuulu mulle.
fin	-1	NYT LOPPU IHASTUMISET
fin	-1	Ehkä olenkin hullu...
fin	-1	Vittu miten typeriä poliiseja Joensuussa! saatana.
fin	-1	ahdistaa kun ne on raiskannut koko kirjan juonen että millainen filmi sekin oikein on..
fin	-1	Miten kestit 28v?
fin	-1	Minä en laita yhtään mitään enkä hössötä.
fin	-1	poistin ohjelmia, tein Levyn siivouksen yms. ni sitä tilaa ei tullu yhtää sen enempää..
fin	-1	heko heko heko...
fin	-1	Jos rehellisesti sanon, niin jos tilanne on oikeasti tuo, että te haluatte vain useita pilluja päästä kokeilemaan, niin eiköhän se ihan selvällä rahalla järjesty kaikkein helpoiten ja todennäköisesti saat nuorempaa ja hoikempaa, eikä tartte ottaa edes sitä typerää tatuointia siihen käsivarteen.
fin	-1	ANTEEKS EN KIRJOTA KOVIN PITKÄSTI KOSKA OON NIIN VÄSYNY MUT OON ITTEKI AJATELLU ETTEN SAA IKINÄ MIESTÄ KOSKA OON VÄHÄ PYÖREE EN NYT HIRVEESTI MUT JENKKAKAHVOJA VÄHÄN JA ON AKNEARPIA VÄHÄSEN POSKISSA :/
fin	-1	valehtelet
fin	-1	Itseäni parin arki-illan "menettäminen" pelottaa, sillä en haluaisi olla sidoksissa vuosikausiksi sellaiseen rytmiin.
fin	-1	Mutta ei ole vielä onnistunut perhe....
fin	-1	Voisivat opetella osallistumaan keskusteluaiheeseen.
fin	-1	Näin tulee valitettavasti nyt käymään.
fin	-1	haista sinä piiiiiiiitkä paska
fin	-1	Jos näin, niin olet ilmeisen tunteeton, mielikuvitukseton, epäsosiaalinen?
fin	-1	Vai hoidat omat rahasi hohoo..
fin	-1	Anna kakara pois
fin	-1	Joten lopettakaa kaikenlainen paskanjauhaminen ja katsokaa omaan sydämeenne mitä siellä on.
fin	-1	ap ensin roikotti koska oli muka jotenkin tiedoton tunteistaan, joku mammanpoika joka odottaa että tullaan kädestä hakemaan oikea oman elämänsäluuseri jota ei naisten pariin pitäisi koskaan päästääkään, tunnevammainen ja kokematon Rakastaja (ei rakastelija huomaa merkitysero!).
fin	-1	Skodakuskia haukuttiin aroneekeriksi
fin	-1	No muuta muualle!
fin	-1	Hävettää suomalaisten puolesta, että jotkut heistä joutuvat tunnustamaan käyneensä Hua Hinin pervorannoilla.
fin	-1	Tuntuu pahalta.
fin	-1	Anopit ovat ilkeitä ja jne.
fin	-1	Voi poikkeliboi reppanaa, mitä joudut vielä nielemään...
fin	-1	Vanhoista legendaarisista "hirviöistä" oli tehty naurettavia action-pellejä.
fin	-1	Lukekaas, millainen Suomivihaaja mamu Busra Al -khalidi on !
fin	-1	No toi äskönen nyt oli eniten perseest mitä oon ikinä kuullu!
fin	-1	Itse en haluaisi tanssia samankanssa koko iltaa ,se on tylsää .
fin	-1	Sairaudet, köyhyys, sodat, väkivalta, riisto ja muu pahoinvointi on seurausta ihmiskunnan lankeamuksesta.
fin	-1	mulle tehtiin lääkkeellinen keskeytys 1½ vuotta sitten ja en kyllä suosittele kenellekkään..mulla ainakin oli helvetin moiset kivut ja tuskat..kai se yksilöllistä..
fin	-1	Ohoh......punikki-iirohiiri on taas elpynyt ja ryöminyt kolostaan kuolaamaan Venäjää ja taas siinä "rivien välistä" tuli kehua epäsuorasti massamurhaaja Stalinille , jonka häikäilemättömässä hyökkäyksessä pientä naapurimaata ei iirokommari sanoikinä mitään pahaa.
fin	-1	Hyvä pohja kaikelle pieleenmenolle tuollainen.
fin	-1	Eipä.
fin	-1	Kävi kuulkaas niin että eii siitä tullut mitään kun poika sanoi olevansa niin hermostunut.Oliko tää mun vikaa???
fin	-1	Mua vituttaa niin, että ei tiä mitä sanois!!!
fin	-1	Tunnen itseni nyt täysin typeräksi.
fin	-1	Kyllä se on täysin pilalla ja käyttökelvoton..
fin	-1	Et kai tosissa ole, älä jumalauta naurata.
fin	-1	kyllä on elämä surullista.
fin	-1	Ilman ikä rajaa pääsee katosmaan rajua pornoa!
fin	-1	ovat kaikki keskenkasvuisia kakaroita ja tuskin piittaavat mistään järkevästä viestistä.
fin	-1	On inhottavaa huiskia puskan takaa.
fin	-1	Pahaa eliittiä ei ole, koska jos se olisi, sinunlaisesi "vaihtoehtoisen tiedon" levittäjät olisi tapettu jo aikaa sitten.
fin	-1	Me asutaan kaupungissa ja ikävä kyllä tuo vapaana kulkeminen ei ole mahdollista joka päivä :-(.
fin	-1	Itkin ja vapisin, huusin ja kiemurtelin.
fin	-1	Tuntuu et en kuulu tänne.
fin	-1	Tässä eräs järkyttynyt.
fin	-1	Muuten, taitavat ne Haaviston suosittelijat olla vähän itsekin jollakin lailla omituisia!!!
fin	-1	heti ekana päivänä huomasin että tää homma on aivan pers.. työ on tehdastyötä.
fin	-1	Niin mutta koska julkkiksen pitää olla tietynlainen, kommentoijilla ei tarvitse olla mitään vastuuta ja he saavat häpäistä itsensä ihan miten tahansa.
fin	-1	Tuntuu, että jään aina seinäruusuksi tai mikä pahempaa, saan negatiivista huomiota ulkonäölläni ja olemuksellani.
fin	-1	Siitähän seuraisi se, että sinkkuus olisi oletusarvoisesti "alempiarvoinen" asia kuin parisuhde, jota ajatusta minä en ainakaan pysty hyväksymään.
fin	-1	Miksi täälä ei saisi valittaa??
fin	-1	ihmiset on nykyään idiootteja kun ei vitstiä ymmärrä...
fin	-1	Koska eihän tämä voi jatkua.
fin	-1	Tosta ikonista voi jättää i:n pois :)))
fin	-1	Huonot on liksat Suomessa.
fin	-1	!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
fin	-1	Näitä en kaipaa elämääni enään.
fin	-1	Miten saatana tästä subutexista pääsee eroon?
fin	-1	Saunailloissa sitten naureskellaan näille helpoille munahaukoille, jotka väkisin tyrkyttää haisevaa p...aan meille ukkomiehille.
fin	-1	10 Reasons why GOD HATES FINLAND!
fin	-1	hyi
fin	-1	Ensin pidin asiaa normaalina Linuxin bugina, koska tiesin, että ylläpitäjä on Linux-hihhuli ja pitää kannuaan säälittävällä Linux-viritelmällään.
fin	-1	Joka tapauksessa valitettavaa..
fin	-1	Haha nauroin oikein ääneen pitkästä aikaa, enpä ole netissä näin turhaa viestiä ennen lukenutkaan!!
fin	-1	Enhän edes tunne sinua!?
fin	-1	Lapsesi menettivät vanhimman sisaruksensa.  1 1 0 1 4 1 1 12 5 comments2010e.vrt 3417902 pois murhemieli rinnasta paistaa hymy runostasi lukijalle ja voi että kuinka hyvä on viimeinen kappale kauniissa runossasi.  0 -1 0 0 2 1 -1 16 5 comments2007e.vrt 2692995 Itselläni myös se ongelma, että en selittänyt teorioita lainkaan, vaan mainitsin esim.  0 0 0 0 3 0 -1 20 5 comments2005b.vrt 1428861 Kansi ja siipipyörä nostettava akselilta äläkä hukkaa sitä pientä kiilaa, jonka avulla pumppu saa käyttövoimansa vetoakselilta.  1 0 0 0 4 -1 0 18 5 comments2010c.vrt 243073 Niitä aikaansa ja vaivaansa uhranneita, joille ratkaisuni on vaikea sulattaa, voin lohduttaa sillä, että sen tekeminen oli vielä vaikeampaa.  0 0 0 0 3 0 -1 19 5 threads2013b.vrt 1400024 [URL=http://aijaa.com/xneCs8]http://aijaa.com/xneCs8[/URL]  0 -1 0 0 2 0 -1 11 5 comments2013d.vrt 1758231 Ei oo oikein viimevuosina noussu.  0 0 0 0 3 -1 -1 6 5 comments2015d.vrt 1181147 Aloitus kai tarkoitti kiinnittää huomiota siihen asiaan että kaksi suurinta ketjua tekee samanlaaisen päätöksen samanaikaisesti, ei vaokuvauksen muuttumisesta.  0 -1 0 0 2 0 0 2 5 threads2007b.vrt 1557335 En tiedä mistä on kysymys, kun en saa yhteyttä millään tavalla.  0 0 0 0 3 -1 0 11 5 comments2006d.vrt 439846 No joo, eihän tähän kohteeseen kannattanut kaikkia lyödä.  1 1 0 1 4 1 1 11 5 comments2005d.vrt 1200566 Janni Elena -&gt; ihan ok  0 -1 0 0 2 0 -1 3 5 comments2010a.vrt 1228288 Onhan tämä ketju otsikoitu nimeäni käyttäen: Weijo tyrmää!"
fin	-1	EI OO SUORA LÄHETYS!!
fin	-1	Kukahan tämä uhri oli..? :(
fin	-1	no makuasia tietysti, mutta omasta mielestäni se on ihan luvattoman veltto.
fin	-1	Soini nuolee Kokoomuksen takamusta kieli ruskeana ja yhtyy jokaiseen Nato/EU:n lausuntoon.
fin	-1	Nyt örisee ja sökeltää sekavia täällä melkosessa kaasussa ymmärtämättä edes omaa naurettavuuttaan.
fin	-1	Vammoistakin kun akat hakkasi - lapsia, joilla ei ollut niin isää kui äitiäkään - olen itsekin kuullut monenkin nuoren ja lapsenkin sanovan että en jaksa elää - ei koskaan saa surra, olla masentunut, vihainen, tuntea tunteita, ihmisten vihan kyllä tuntee omassa kehossaan - sitäkin on turha toitottaa ettei hyväksy tai ole hyväksytty - riiston maku kaikessa - ku joku kättelyssä jo ilmoittaa että mitäs sinne tai tänne oot tuppautumassa?
fin	-1	Hanna Pakarinen on melko lahjaton laulaja, eli siis hirvee raakkuja, valituksi olisi voinut tulla kuka tahansa.
fin	-1	kuulema tarvii kymppitonnin kuussa että mv pystys jatkaa ^^ buahhahaha ^^ on kyllä ehdottomasti maailman kallein webhotelli jossa se pitää tota mv sivustoa ^^ ja jotkut ihan oikeeseti menee tohon vedätykseen ^^
fin	-1	Olen ruma ja kokematon.
fin	-1	itse kierrän kaukaa ranskan,italian tekeleet ei luikertelua maantiellä, penkin tärinää ja kojelaudan natinaa..(yksilöitä löytyy jopa citikassa..)
fin	-1	😕
fin	-1	En oikein tajua että miksi ylipäätään tänne kirjoitit kun varmaan tiedät itsekin mitä sun on tehtävä.
fin	-1	Mutta tälläista elämä on.
fin	-1	Väsynyt tähän kaikkeen
fin	-1	Ymmärrän itsemurhan tehneen ahdingon, sillä olen joskus itsekin joutunut kohtamaanaan veroviranomaisen täydellisen ja kohtuuttoman järjettömyyden, johon ei mitään oikaisua saa.
fin	-1	2 vuotta seurustelun nymfon kanssa eikä siltä herunu ikinä muutaku pesää...
fin	-1	Psykiatria on vain tuon natsismin luoneen tahon yksi väline kontrolloida ja alistaa kansaa.
fin	-1	Älä tuputa!
fin	-1	Tolvanako Eduskuntaan?
fin	-1	yritin puhua järkeä mutta ei..
fin	-1	he tulevat kyllä joukkoomme ja kun menet leivonmäelle uimaan tyttäresi kanssa, voi olla että he kuvaavat tytärtäsi siellä ja haukkuvat huoraksi ja alkavat kopeloimaan, miten käy hyvyytesi kanssa?
fin	-1	Ei sillä mitään pelaa.
fin	-1	ja sit joskus se tulee tekee mulle jotai taas nii sit ku yritän panna vastaa nii se työntää mut seinää..
fin	-1	Olen sanonut hänelle, kuinka paljon tilanne painaa minua, mutta hän ei ota sitä kuuleviin korviinsa ja on tehnyt selväksi, ettei aio muuttaa välejään exäänsä!
fin	-1	Sellaisia mulkkuja ja vittumaisia.
fin	-1	Tyhmät virkamiespellet odottavat jälleen kriisin syvenevän, ennekuin toimiin ryhdytään.
fin	-1	Annan peli ärsyttää!!!
fin	-1	Soinin puheet ja teot on niin pahassa ristiriidassa ettei apuja tule.
fin	-1	Aina löytyy äänekkäitä nipottajia nostamaan sormeaan ja luomaan ongelmia missä niitä ei tarvitsisi olla, jos asianosaisten itsetunto olisi yhtään paremmalla tolalla.
fin	-1	mä olen uskossa vittu!!!
fin	-1	Miksi viitsitkin jankata tälläistä typerää asiaa täällä??
fin	-1	Hei poijaat ihan oikeesti tää homma menee "käteen"
fin	-1	IHMISEN rehellisyydenkö tähden HYLKÄÄT JUMALAN TOTUUDEN?
fin	-1	Sellaisiakin ihmisiä on paljon,Jumalaparatkoon.
fin	-1	NYTKIN IRAKISSA HÄDINTUSKIN SODITAAN ENÄÄ.
fin	-1	Teitä netti fennoja nyt vain ihan sikana harmittaa kun ette pärjää yhtä hyvin yhdellä kielellä kuin me jotka osaamme molempia mutta se on teistä itsestänne kiinni ei meistä.
fin	-1	onpa teillä kyllä kaikilla pienet...
fin	-1	Voi vittu mitä sakkia, en voi muuta kirjoittaa.
fin	-1	Jos leikitään kauhu ajatuksilla, niin olisi ollut maan kannalta lähes katastrofi jos Niinistö oli valittu.
fin	-1	Romanit ei voi sietää valkolaisia (enimäkseen), vaikka edessä näyteltäisi kuin hyvää kaveria, niin takanapäin sitä "ystävää" haukutaan ihan surutta :(
fin	-1	Anna poju mielikuvituksen lentää.
fin	-1	mun pure ei puhu!!!
fin	-1	paskanhailee mitä sinä hyväksyt tai mitä et.
fin	-1	Lahtarille näytetään vielä lahtarin paikka ja se on sama kuin kaikilla muillakin isänmaan pettureilla.
fin	-1	ääliö tai provo?
fin	-1	Naiset ne vaan panee ja panee ja panee ja panee jännämiehiä
fin	-1	TOIVOTTAVASTI RUNKKU-HENA ÄÄNESTETÄÄN POIS SIELTÄ EKANA!!!!!!!
fin	-1	Kirkko ei minun uskoani rahalla pyyhkäise!!
fin	-1	Tyyppi syyttäköön itseään.
