lang	sentiment	text
fin	-1	Tosi sikamaista, munhan pitäisi olla kiitollinen ja iloinen siitä, että en ole joutunut läpikäymään kaikkea paskaa mitä muut ovat.
fin	-1	2005 ja uudemmat skeidat ruostuvat käsiin.itälinttoihin vaihdellaan ovia ja parinvuoden ikäisenä.
fin	-1	Olen siis asettanut itseni huonoo valoon toisten silmissä; olen sekaantunut varattuun naiseen, tietoisesti, mutta hänen käyttäytymisensä ei mielestäni tee hänestä yhtään parempaa.
fin	-1	En tarkoita sua, kun et soita suutas, mutta nää muut tuntuvat täällä vaan aukovansa päätä.
fin	-1	..
fin	-1	Mun mielestä myös Somalia on toooodella ahdas ja sisäänpäinkääntynyt.
fin	-1	niintyhmä kuin sinä jonka aivot on jakojevälissä
fin	-1	Sieltä Helvetistä on paha tulla ketään ampuilemaan!
fin	-1	Nytkin olen enemmän suoraan sanottuna vähän peloissani kuin mustasukkainen.
fin	-1	Vittujen kevät
fin	-1	suomeksi, kiitos.
fin	-1	Palveluyksikköön eli Vanhainkoti Hopeasiltaan tulisi vain yksi asukaspaikka lisää, eli yhteensä 60 asukaspaikkaa 7,5 miljoonalla eurolla.
fin	-1	Vaihtakaa johtajaa, joka osaa neuvotella eikä vain lakkoila ja änkyröidä.
fin	-1	Sitten kun vielä heikennetään lailla lasten asemaa, niin ainakaan minä en jalallani moiseen maahan astu.
fin	-1	Ai että sutimaan tällästä asiaa,kun maailmalla on henkensä kaupalla apua tarvitsevia?!!?
fin	-1	Mies antoi lahjansa, mutta loukkaantui ja nyt todella hävettää!
fin	-1	suhteessa miehet hyväksikäyttävät naisia seksuaalisesti ja
fin	-1	Siitä kärsin minäkin hirvittävän kovasti, mutta jos tilanteet tosiaan ovat harvoin, niin ei sinänsä kannata miettiä masennuksia tms.
fin	-1	Kot kot ..
fin	-1	On se kumma että jos törmää tuntemattomaan pikku önkiäiseen, heti tulee homo sapiensille mieleen että miten tuosta eroon??!!
fin	-1	Ei ikinä!
fin	-1	Taas fennot urputtaa ja valittaa.
fin	-1	Aha no sitten olen varmaan minäkin kuvitellut kaiken talvisodasta Krimin miehitykseen ja kaiken siltä väliltä, no eipä olisi tuotakaan tajunnut ilman itähuoran apua.
fin	-1	älä ysko tota !!!!! ei lehtikaloja ja miljoonakaloja voi laittaa samaan altaaseen!!!!miljoonakalat tarvitsevat kovaa ja emäksistä vettä kun taas lehtikalat pehmeää vettä!!!!!!ja leväbarbit kasvavat liian isoiksi tuohon altaaseen ja ne tarvitsevat parven.
fin	-1	En tiedä itkeäkö vaiko nauraa...
fin	-1	Onko Suomi todella näin suomettunut.
fin	-1	Itse oon yrittänyt ostaa minee mut jotenkin se ei vaa onnistu :'(.
fin	-1	Ei ihme että on riitaa kun on käytös tollasta.
fin	-1	Eikä meillä ollut edes sinkoja mukana ??
fin	-1	älä sepitä.
fin	-1	Miksi amerikkalaiset roskamotoristi jengit saavat häärätä länsimaissa suhtkoht vapaasti, ei muuta kun rapakon taakse kaikki kansalaisuutesta riippumatta.
fin	-1	Työntävät jokapaikkaan nokkansa
fin	-1	False Flag ! ! ! Eipä muuta.
fin	-1	Tätä tuskaa enempää Maailman epäreiluutta
fin	-1	Ei kun APINOIJAT käräjille Löysät pois23.1.2011 11:22
fin	-1	en mä ketään olis tarvinnutkaan....
fin	-1	Tämä oli kuulkaa tässä.
fin	-1	Surullista....
fin	-1	Senpä vuoksi nirso ja ikääntyvä nainen saakin usein olla oman asenteensa kanssa yksin.
fin	-1	Mun kaverin ex-poikakaveri vittuili mulle yläasteel jatkuvasti...
fin	-1	Sori vaan.
fin	-1	Sitten on toinen laji käytetyillä Audeilla ajavat kammatut pikkutytöt...eikun pojat ,poikaset.
fin	-1	Ei ihme, että asiat ovat sitten näin.
fin	-1	Olen ihan aikuinen enkä ole sinulle tilivelvollinen, minne menen ja minkä takia se on täysin oma asiani, ja saan jopa päättää omista asioistani....
fin	-1	???!!!
fin	-1	Ottaisitte Hurttaa korvista.
fin	-1	Sinä olisit ollut varmaan ikionnellinen, kun joku tulee noin kehumaan omaa rakasta, mutta äh, minä kun olen niin huonolla itsetunnolla varustettu, että suoraan sanottuna v****ti.
fin	-1	Oikein ärsyttää, kun olen suuren osan elämästäni nutannut ällöttävien siteiden, pikkuhousunsuojien ja tamponien kanssa.
fin	-1	en haluaisi että kissani vuotaa.. =)
fin	-1	siis voi kamala, ettekö oo tienny aiemmin tästä!
fin	-1	Siksi sanoin teille, että te kuolette synteihinne.
fin	-1	Joka perhanan alottelijajärkkumallillakin pitäs pystyä ottamaan ehjänä lähes tuplaten ellei triblaten toi 20 000kuvaa ainakaan sulkimen räjähtämättä.
fin	-1	Wittu kun oli surkea näyttely.
fin	-1	YKSINKERTAISTA KOKOOMUKSEN JA DEMAREIDEN REPPANA-LOBBAREITA VIEDÄÄN TEURAAKSI KREIKAN, ESPANJAN &amp; ITALIAN POLIITTISELLE ALTTARILLE!
fin	-1	Katteleppa niitä apukoulun opuksia vähän tarkemmin!
fin	-1	Kuka niitä pentuja jaksaa kuunnella ja katsoa, niillä oo edes kunnon tarinoita.
fin	-1	älä suklis kirjoittele kun minä tulen masentuneeksi Hei älä tule tänne jos ottaa koville.
fin	-1	Kai miehiin sit vetoo heikot naiset enempi:(!
fin	-1	Se Mentula on vielä hirveämmän näköinen ja siltä on hormoonit polttaneet hiuksetkin päästä jo ajat sitten.
fin	-1	No eipä paljon naurata tällä hetkellä.
fin	-1	Tekisivätkin pahaa vain itselleen, mutta touhussa tuhotaan toisen ihmisen elämä, mahdollinen koti, mahdollinen fyysinen ja henkinen terveys, lapsista tehdään avioerolapsia loppuelämäkseen.
fin	-1	Nykänen oli jo pudotettu epäsosiaalisen ja kusipäisen toimintansa takia olympiakoneesta, kun hän alkoi messuamaan telkkarissa, että jos häntä ei valita olympiakoneeseen, niin hän muuttaa Kööpenhaminaan ja hakee Ruotsin kansalaisuutta.
fin	-1	Tulee sellainen mielikuva ihan kuin sua jotenkin ärsyttäisi kristinusko (syystä tai toisesta) ja haluaisit väkisin kääntää nuo yksittäiset uskoontulemis-tapaukset vain islamin uskon eduksi.
fin	-1	Paskareissu, mutta tulipahan tehtyä!
fin	-1	Mua alkaa ahistaan kun ihmiset ympärillä puhuu häistä, omista poikaystävistään, suhteista ym..
fin	-1	Noissa piirretyissä hahmoissa tai heidän puheissa ei ole päätä eikä häntää.
fin	-1	En halua sotkea eläämäsi kun oma elämäni on toisinaan sekasorron vallassa.
fin	-1	Kateutta se on, läskit ovat uskomattoman kateellisia normaalipainoisille :(
fin	-1	Se on hyvä syyttää muita siitä ettei itse ottanut asioista selvää rahapulassaan...
fin	-1	Todella vaikeaa.
fin	-1	S-ryhmään en astu sisälle vaikka satais puukkoja..
fin	-1	Se paneekin epäilemään juuri sitä, että valvojan motiivina on hyvin pitkälle se, että ottamalla valvontaansa useita palstoja hänen nimimerkkinsä on ohjaamassa lukijoita hänen galleriasivulleen, joissa ensimmäisenä suosikkisivuna Aaltosella on oman yrityksensä esittely.
fin	-1	Mutta ne kuuluu jokaiselle ja jos jätkällä on jotain sitä vastaan että mä piereskelen tai käyn kakalla niin on se kumma!
fin	-1	-Siispä säästä sinä meitä enemmältä kärsimykseltä ja "arviointiesi" henkisesti saastuttavalta vaikutukselta ja mene sinä johonkin ammattiauttajien juttusille.
fin	-1	Muutenkin ollut tänään tosi apaattinen,ei ole syönyt ja köllii vaan aloillaan...normaaliako?
fin	-1	skeida mesta skeida tori
fin	-1	ei tierä minne tuet laittais kun on pumminut satoja miljardeja tukina veroeuroista,ulosvetoon veronmaksajien maksamat tuet ja heti pois.
fin	-1	Seksielämä uhkaa romuttaa tämän seurustelun.
fin	-1	kun esim perinteiset ss tekemät usa koneet on hiton kalliita.
fin	-1	Uskon samoin että Xerxes on sen verran kehnomuistinen ettei muista mitä tuli luvattua.
fin	-1	Ei se ole mitään "mässäilyä" vaan se on suorastaan tuskan ja surunhuuto miten näitä lapsia raiskataan ja tästä vastuunkantajat ovat hiljaa ja puhuvat vain "rasismista" Tässä moni lasten vanhempi äideistä isiin huutaa tuskanhuutoa lastemme puolesta ja tunnemme samaa tunnetta raiskattujen lasten ja vanhempienpuolesta ja entäs jos omalle kohdalle sattuu....
fin	-1	ON KUOPIOSSA MIELYTTÄVÄT HOITAJAT.EIHÄN SIINÄ MUUTA,KUN HE OVAT LEIPÄÄNTYNEET TOHON HOMMAANSA,JA LUULEVAT,ETTÄ HE SAA TEHDÄ MITÄ HUVITTAA,EI MUUTA KUIN VALITUKSIA KEHIIN,KYLLÄ TÄNÄPÄIVÄNÄ SAA TYÖNTEKIJÖITÄ.
fin	-1	En ole tehnyt mitään rikollista ja minusta tämä tuntuu kohtuuttomalta.
fin	-1	KRP on epäonnistunut manipuloinnissaan kun tuomiota ei tule ja taas on yksi oikeusmurha vältetty.
fin	-1	Hänellä on lähipiirissä joku, jonka puhevikaa on myös kiva pilkata, itse ollessaan täydellinen....k-pää
fin	-1	Kuka mölyää rivissä !!!! http://www.suomussal/REDACTED/807105618609 "olkikolli" väittää tulleensa hakatuksi.
fin	-1	niin kaukaa haettuja ne kirjoitukset olivat ja niin aggressiivisia!
fin	-1	Ongelmia siis on, mutta vastauksia näyttää olevan aivan turha odotella siltä suunalta.
fin	-1	Tuhma, tuhma jehovapappa...
fin	-1	Kaljuksi ajeltu pillu ei näytä miltään pikkunisäkkäältä vaan yllätys, yllätys... pillulta.
fin	-1	Vetäkää jojo kaulaan - minä kuolen huomenna munuaisten vajaatoimintaan!!!
fin	-1	Venäjä ei ole sellainen kehitysmaa että venäläisnaisen pitäisi toimeentullakseen muuttaa toiseen maahan taviksen vaimoksi.
fin	-1	Miljoonat miehet eivät voi keskimäärin olla väärässä.
fin	-1	Vihaat ihmisiä.
fin	-1	JA SILMÄÄN KYNELEEN .
fin	-1	Viisas asuu nyt vuokralla, antaa läskin isännän haroa olematonta tukkaansa.
fin	-1	Ei millään pahalla, mutta mielipiteenäni, että on aika itsekästä olla "muka" yksin suorassa yhteydessä Jumalan kanssa.
fin	-1	Ruotsin kielestä välillisesti tai suoraan aiheutuvia kustannuksia ovat ainakin nämä: - kokonaisten ikäluokkien tarpeettoman laaja pakollisen ruotsin opetus peruskoulusta yliopistoon - henkilötasolla turhaan aineeseen hukattu aika - väärin suunnattu opettajien koulutus - päällekkäinen tai rinnakkainen ruotsinkielinen hallinto - asiapapereiden ja julkaisujen käännöstyö ja painatus - kaksikieliset tie- ja katumerkit - Ahvenanmaa - Ylen ruotsinkielinen tv- ja radiotuotanto
fin	-1	Vain pisara sairastunuttta vettä pystyy sairastuttamaan 100% toisen akvan"!!!
fin	-1	Ei teiltä suvakeilta voi odottaa ikinä mitään järkevää argumentointia, aina vain tämä sama natsi-kortti, HAHAH KÄKÄK :'D Toki ymmärrän kun olette väärässä niin ei teiltä mitään järkeviä vastauksia voi odottaakaan!
fin	-1	Vittu kyllä haltijakin voi vitun autonsa myydä jos vain on sen vitun omistaja suostumus tai joku muu vitun sopimus, vaikkapa jollakin vitun pahvilla.
fin	-1	mutta virkailija meinas että: "älä enää tilaa", vittuiluako?
fin	-1	No voi jestas.
fin	-1	KARAOKEBAARIEN VESSAT ON KAMALIA..VARSINKIN KUN KÄY LAULAMASSA &lt;
fin	-1	Kuinka montaa ex kaveriasi muuten kusetit.
fin	-1	Herran viha tulee vielä lankeamaan Ruotsin kansan päälle.
fin	-1	Aiotko feminatsi karsia prostituoidut pois maan päältä vai mitä tarkoitit?
fin	-1	Väitätkö että tuo Kauppalehden artikkeli on trolli???
fin	-1	Se ei myöskään edistä muiden maahanmuuttajien integroitumista vaan opettaa nämä vaatimaan ihonväriin kuuluvana luontaisetuna sen, minkä eteen muut joutuvat tekemään työtä."
fin	-1	Johanna Tukiainen on turha julkkis.
fin	-1	Miksi kaikki uskovaiset pelleilevät näidet hihhuli-tavaroiden ja hui-hai-hei-rakennuksien kanssa?
fin	-1	En tosin usko enään siihen että selviän tästä ahdingosta, koska on ylitetty niin monta rajaa mitä ei voi ikinä enään korjata.
fin	-1	Muuten se oli sellasta ärsyttävän tuntusta, just tuntu siltä kun ihoon ois upotettu joku terä ja vedetty sitä hitaasti eteenpäin.
fin	-1	Teillähän asenne on kohdallaan!
fin	-1	Ällöttää koko ihminen täl hetkel.
fin	-1	Eipä muuta, tomppeleitahan tässä ollaan kun halutaan sitä ja tätä.
fin	-1	Rasistit sulla on housuissasi.
fin	-1	Joo muakin on jo pitemmän aikaa ärsyttänyt tää tekoälykkö itseään jonain hvetin *valistuneena* pitävä pelle.
fin	-1	tuli potkasee mua nilkkaa (mitävittua:D ) seuraavana päivänä noh kohta se oli maissa ja mut revittiin siitä pois ettei kaveri kuollu :D
fin	-1	*nyyh* sinne hän jäi vilkuttamaan *nyyh*
fin	-1	On säälittävää ja surullista nähdä miten asiat nykypäivänä ovat maailmalla ja elämissämme.
fin	-1	Muutenkin hiukan säälittävä tihrusilmä!
fin	-1	Lastanttikepuli Sipilä perui talon luovuttamisen matuille.
fin	-1	Pelais vaa wowia siellä koloissaan samaan aikaan ku jotkut tekee jotai hyödyllistä :)
fin	-1	Syyllisyyden kanssakaan ei voi elää!
fin	-1	Siinä voi mennä tosi huonosti mulla.
fin	-1	Olen pettynyt naisiin!
fin	-1	Suomen kaupunkien lähiöt täynnä ahlkoholisoituneita Sekakäyttäjä, kumiliimasat -- kokaiiniin siktä väliltä kaikki kelpaa, nää ns. isät-- äitit Vammauttaa joka suosi Myös lapsensa esm. tappamalla n. 11-15 lasta alle 2 vuoden ikäistä ja samat tyypit hakaa yli 300 lasta niin etteivät parannu koskaan.
fin	-1	Avioliitto on kahden kauppa eikä kuten muut kaupat että kaikki on myynnissä kunhan hinnasta sovitaan.
fin	-1	Älä varota sitä!
fin	-1	Oletko sinä nyt vain niin helvetin tyhmä ettet edes raukka ymmärrä kun sinulle vittuillaan ja sinua pilkataan ihan jatkuvasti?
fin	-1	Onnistuit tuhoamaan parisuhteen, mutta harmi vaan että siitä saavutuksesta ei jaeta mitaleja.
fin	-1	Mulla ois oikeesti kiire etkö viittis tehä vähä nopeemmin niit hommii.
fin	-1	Varmaan mä tätä naista joskus ärsytän.
fin	-1	Jälkimmäinen vaihtoehto ei mielestäni ole mitenkään mielekäs.
fin	-1	Meitä on moneen junaan no onneksi pystyt sentään vielä homoileen tarkistin ip osoitteesi tiedän sinut sinä olet HOMO !
fin	-1	ei ihme, että jotkut miehet turhautuu ja alkaa oleen vaan haitaksi kanssaihmisille kun ei jumalauta anneta mahdollisuutta enää tutustuu kunnolla.
fin	-1	Hieman pimee..
fin	-1	pelkää raukkariepu ettei telkkari kaadu!!!
fin	-1	Vähän nolotti kun piti risteyksestä lähteä ja kierrokset vaan nousi eikä mitään tapahtunu.
fin	-1	Epäilen, että vaimosi ei halua, että seurustelemme.
fin	-1	En kyllä ikinä menisi niihin paskafimoihin paskapalkalla, hyi helvetti.
fin	-1	Kaikenlainen rienaus, vihapuhe, valehtelu ja painostus yrittää eksyttää uskovaisia hylkäämään uskon ja siirtymään rienaajien leiriin.
fin	-1	Patjoilla ei ole valinnan varaa jos matkustella haluaa, eikö nyt jostakin maailmalta joku ukon käppänä löydy.
fin	-1	Työnnä löylykauha perseeseeni.
fin	-1	Meen tie, onks toi kissa myrkytetty:(
fin	-1	Ylellä pelätään, astuminen eteenpäin ja uuteen aikaan on kauhean vaikeaa.
fin	-1	sinä oikein höpötät?
fin	-1	Noh, sossussa joskus asioimaan joutuneena olen kiinnittänyt huomiota, että melkein enemmän siellä kuulee mitä tahansa muita kieliä, kuin ainakaan suomea.;)
fin	-1	Sairas mies niin sairas.
fin	-1	Huh huh, eipä paljoa kiinnosta itseään täynnä oleva MT. Naisäyttelijöissä on niin paljon fiksuja ja itseään tyrkyttämättömiä tyyppejä (mm. Katariina Kaitue, Aino Seppo, satu Silvo, Minna Haapkylä, Milka Alroth ja kymmeniä muita), jotka ovat MT:n verrattuna loistavia näyttelijöitä, että joku MT voisi mennä näyttelemään vaikka vinkuintiaan, jos hänet sinne huolittaisiin
fin	-1	mieltää tälläseksi mädemmäksi munaksi, että sillä ei oikein miesvihaa pysty itselleen psyykkaamaan.
fin	-1	mä en tosiaan oo mikään kaunein, eikä mulla oo ees kovin hyvää kroppaa tai isoja tissejä.
fin	-1	No höh - etkö sinä älyä?
fin	-1	Ettekö te koskaan opi..
fin	-1	Anteeksi muuten provosoiva kielenkäyttöni, mutta sitä oli omasikin.
fin	-1	täällä vaan runkkarit nylpyttää
fin	-1	Naisten yksinkertaiset aivot eivät voi tajuta omaa typerää toimintaansa joten vika on tietysti sitten siinä "kiltissä miehessä" joka ei vittua kutkutakkaan.
fin	-1	Itse ennemmin olisin yksin, kuin kolme kertaa eronneen miehen ottaisin riesakseni.
fin	-1	Jos tämä jonkun mielestä oli aiemmin sekava, niin nyt se sitä vasta onkin!
fin	-1	Luultavasti itse huipputaiteenvälittäjä kokeilee kepillä jäätä ? ! ? ! ?
fin	-1	Mutta mitä?!?!
fin	-1	Pysyn mieluummin kireäpipoisena!
fin	-1	Mä en tiedä yhtäkään lukutoukkaa jolla olis kyttyrä selkä, itekkin oon lukutoukka ja mulla ei oo mikää hemmetin kyttyrä selkä...
fin	-1	Harmi ettei tällä viikolla taas sarjaa nähdä kun jälleen kerran urheilu on "tärkeempää" olevinaan &gt;/
fin	-1	Haluan olla se iloinen tyttö pitkästä aikaa. :(
fin	-1	Jaksa vielä paappa vähän aikaa, vielä on kaksi europarlamentin paikkaa menetettävänä ja monta muuta edustuspaikkaa, jossa illuusion usva peittää punaiseen pilviverhoon auringonlaskun ajatuksillaan maailmantalouden pyörteissä kamppailevan Suomen, jossa onneksi isänmaalliset vastuunkantajat kuntatasolta hallitusta myöten turvaavat Itsenäisen Suomen tulevaisuutta valinnoillaan.
fin	-1	Et sinä tiedä kiekosta paskaakaan !!
fin	-1	Siellä ei ole Jumalan Henkeä laisinkaan!
fin	-1	noin kuuluisalla TV-Julkkiksella on eri vapaudet ,kuin meillä taviksilla!!
fin	-1	Hintapyyntö on vain 95000mk ja noin halpa hinta epäillyttää vain 12-vuotta vanhassa loistoluokan Mersussa.
fin	-1	ottakaa niskasta kiinni itteenne, kaikille ihmille löytyis kyllä joku tauti jonka turvin ne vois selittää miks tekee jotain ja miks jättää tekemättä, ei muiden tarvi antaa sen enempää sympatiaa jos sille on joku nimi.. haloo.
fin	-1	Järkesi ei riittänyt selvien faktojen vastaan ottamisiin joten sinun oli pakko käyttää sitä vähäistä järki parkaa v....tuiluun mutta et ymmärrä, että et minulle v.....tuille vaan niille joiden faktaa laitoin esiin!
fin	-1	Ja sen takiako nyt kyyhötetään koko kuukausi taas äitin nurkissa, kun on öööh velvollisuuksia Suamessa.
fin	-1	Et taida olla oikein perillä asioista, mielestäsi VW-menee vain muodin perässä, hohhoijaa, luepas vaikka autolehdistä tai vaikka netistä uuden 2.0 CR-koneen koeajoraportteja, joissa sitä vanhaa ei kyllä hyvällä muistella.
fin	-1	Olen kauhea kiusaajasi jo tänä iltana.
fin	-1	Toinen vaihtoehto tietysti on, että uskonnolliset harhat pakottavat uskomaan, että saatana on ne sinne kiveen hakannut.
fin	-1	ei
fin	-1	Voi että kun se suvakki on säälittävä.
fin	-1	On vaan huono tapa aloitta seurustelu kännissä ja ekana yönä sängyssä.
fin	-1	#VALUE!
fin	-1	Ei kiinnosta tippaakaan muuttaa Oulun korkeudelle missä on saatanan kylmää ja pimeää suurimman osan vuodesta.
fin	-1	Tänään maanantaina 28.7. hyvä ystäväni suree yöllä parvekkeelta pudonnutta, kuollutta kissaansa ja samaan aikaan yli 1000 ihmistä on jakanut kahden tuntemattoman taulap…ihmisen tilapäivityksiä, joiden mukaan kissa on heitetty parvekkeelta.
fin	-1	heh eikö siellä joukossanne ole yhtään tajuissaan olevaa tyyppiä !?
fin	-1	Ja mihinköhän suurin osa mun viestiä hävisi?!
fin	-1	Millä vain saataisiin nämä linuks-puppy pojat uskomaan se?
fin	-1	kokeiltu jo, eivät maistu miltään.
fin	-1	Ala-arvoisin provoaloitus, joka on nyt yläpalkkissa on...
fin	-1	Minä olen kateellinen sinulle!
fin	-1	Ärkkopee ohitettiin kokonaan!!!!!!!!!!!!
fin	-1	et oo tosissas ei unilelut osaa semmoisiaa
fin	-1	-se ei enää onnistu..:(
fin	-1	että kyseinen henkilö oli niitä "ammattikaatujia", jolle oli jo muodostunut erittäin voimakas suggestioherkkyys.
fin	-1	Muista vielä hankkia kallis auto ja iso talo, voit sitte ikäloppuna hankkia nuoremman eukon joka synnyttää sulle sen 1.2 tenavaa, kun se kerran kuuluu mennä niin..
fin	-1	LAPSET JÄTETÄÄN KOTIA KUN ITTE LÄHETÄÄN RYYPISKELEMÄÄN.
fin	-1	Miten toisen kärsimyksestä voi saada nautintoa.
fin	-1	VItut, ainoa suppea ja tökerö on sun aivos!
fin	-1	Niin toinen miehistä lähti ulos salista, mennäkseen ottamaan lisää rohkeutta pullosta ja tullakseen sitten taas takaisin jatkamaan häirintää.
fin	-1	Kyllä minä niin mieleni pahoitin.
fin	-1	niinpä vauva-valelu kasteena On SYNTIÄ, koska se EI TAPAHDU kastettavan omassa USKOSSA" … se on silloin ihmisteko, se on -- Jumalan tahdon vastainen valheellinen kastetoimitus!!!
fin	-1	Pakkohoitoon ja hullujenhuoneelle!
fin	-1	nää on kaikki tätä sarjaa: "tee taikatemppuja, jotta nainen vihtyy mahdollisimman hyvin ja naisen ei itse tarvitse tehdä yhtään mitään"
fin	-1	Joo eipä käy kateeksi!
fin	-1	Kuka ihme tollaseen romukasaan haluaa edes muuttaa?
fin	-1	MAHTAAKO TUKKO SUJAHTAA TASKUUN KUN UUTTA PIZZA KEIKKAA PUKKAA "ALVIA EI SAA PIZZA TÄYTTEEKS SANO PIZZERAN OMISTAJA, EIOLE" TSEKKAA NETTI http://www.airinpizza.fi/
fin	-1	ja nytkin, kun kirjoitan, se yritää tunkeutua tähän väliin...oon köyhä laulaja mä vain..olen koditon...HYI HELVETTI;
fin	-1	Ongelmallinen tilannne?!`?
fin	-1	En voi vieläkään uskoa, kyllä tulee tippa linssiin kun tyttöä ajattelen.
fin	-1	Pelkkänä sylinä minä haihdun huutaen pois.
fin	-1	Varmasti on auton pistokepaikoissa monen tonnin laatueroja vuokratontilla......... just joo.
fin	-1	mikäs heidän täällä ryypätessä, suomalaiset viulut maksaa ja muhammed vain hauskaa pitää..
fin	-1	mulla olisi syytä olla sille aivan äärettömän suuttunut ja loukkaantunut viime viikonloppuisen tempauksen takia, mut kaksonen kun olen, en osaa olla pitkävihainen.
fin	-1	Vain hullu haluaisi hallita maata joka on kaaoksessa
fin	-1	Ei ole lääkityskään kohdillaan,ei.
fin	-1	Se antaa uskottavuutta, kun selittää, miksei ole lasten takia korppikotkastaan eronnut, vaikka seksinpuute vaivaakin ankarasti.
fin	-1	Nyt olemme eronneet mutta seksiä en ole vieläkään saanut koska en käy baareissa.
fin	-1	Haisen paskalta!
fin	-1	Ydinvoimalan puolustajat pitävät ydinvoimalaa turvallisena, mutta sitten kun ydinvoimalassa tapahtuu onnettomuus ja ydinsaastetta pääsee ilmakehään, niin sitten nämä ydinvoimalan ihannoijat ja ydinvoimalaa puolustavat heräävät, että kyllä se ydinvoimalan rakentaminen oli vihonviimeinen paha virhe ja ydinvoiman vastustajat tiesivät, että ydinvoima on vaarallista, mutta me uskoimme, kun ydinvoiman edustajat kehuivat ydinvoiman turvallisuutta ja käyttivät huumeena työllistymistä.
fin	-1	Joko sulla tosiaan on laserkatse, siru aivoissa tai sitten olet varsin perinpohjaisesti naistenvaateosastojen kiertämiselle omistautunut mies, kun erotat vaatteista päällepäin merkin ja ostopaikan.
fin	-1	Itseeni sattui aika paljon eron tapahtuessa, olisin kaivannut kaverien seuraa mutta kaveritkin sitten ennemmin hengasivat exäni kanssa kuin minun.
fin	-1	v*ttu
fin	-1	Oikeistolaisilla pää sairas
fin	-1	hänelle oli vaikeaa, vaikkei siitä halunnut kovinkaan paljon keskustella kanssani, mutta kertoi vain muutamalle ystävälleen, oli kaiketi niin hukassa tyttö parka.hän näki miten reagoin solumyrkkyihin ja kun silmäripseni eräänä aamuna putosivat keittiön pöydälle,kun hieroin silmiäni, niin itsekkin tuskastuin ja olin hyvin vihainen asiasta.muistan myös kun olin sairaalassa leikkauksen jälkeen ja hän tuli minua katsomaan ja oli ostanut minulle puseron lahjaksi,en tiedä vieläkään miten hän silloin ajatteli, tämä tapahtui ennekuin sain tietää, vastauksen syövästä.
fin	-1	Tämä yhdistelmä on siis ainakin minulle jo vähän liikaa.
fin	-1	Onko sukua sille patatyhmä Columbolle jo piti itsensäpaljastajan ammattiasua pitkää popliinitakkia ?
fin	-1	kaikki lääkkeet otettu vai mikä ihme kiukuttaa noin paljon???
fin	-1	Nauran teille päin naamaa, kuten tekee moni muukin!
fin	-1	TOSI HAUSKA OIKEASTI..
