	lang	sentiment	text
68	fin	-1	"Nimimerkin ""siitävoi alkaa miett"" on todella ika lopettaa valehtelu."
69	fin	-1	Olisi kamala tilanne, jos asuisit vaikka siellä entiselle kotipaikkakunnallani.
70	fin	-1	"- Äiti ja isä - Suomi24"" ""MITÄ VITTUA TYTÖT?!?"
71	fin	-1	Kun ei tuo kirjoituspuoli ole sinullakaan kunnossa, niin kannattaa olla ihan hiljaa.
72	fin	-1	Hei, jotain tasoa!
73	fin	-1	Onhan tuota Suomenmaata vielä senverran vapaana ettei tartte Kouvolan surkupitäjään liittyä!
74	fin	-1	Just tätä en tajua.Joka siellä on käynyt, kellari-jutut tietää, tai on kiinnostunut tietämään.
75	fin	-1	Se oli oikeasti kamalaa :( eikä sitä unohda koskaan.
76	fin	-1	Muuten hänen provonsa tuntuvat vielä kummallisemmilta, jos suomi niin huono maa, mikähän kumma saa runkun jokapäivä suomipalstalle provoilemaan.
77	fin	-1	Ja mä muistan kun mä itkin kun mä olin kuullut, et sä pidit mua tyrkkynä roikkujana, näin hän mulle sanoi.
78	fin	-1	säälittävän tappion kera säälittävän provoilusi, väitit sitä aloittajaa vedättäväsi ja hävisit sen homman 6-0.
79	fin	-1	Seuraa romahdus.
80	fin	-1	ei onnistunut enkä enää haluakaan edes yrittää!
81	fin	-1	Voi kulta pieni..
82	fin	-1	Ei tää edenny mihinkään.
83	fin	-1	Syö aika lailla sunkin uskottavuutta.
84	fin	-1	edes jaksaa tapella näitä parkkiterroristejen firmoja vastaa.Ja vielä oikealla tavalla.KIITOS
85	fin	-1	Tilanne on nyt se, että olen 167/47 ja pelkään kokoajan lihovani.
86	fin	-1	Mikä muuttaa miehen ajatusmaailman noin mustavalkoiseksi ja miten voi vihata yhtä automerkkiä noin paljon kuin sinä, onko sinua kohdeltu huonosti lapsena?
87	fin	-1	Voi luoja...
88	fin	-1	Normi käytöstä ja haukkui Veijo Lallin samalla ja valehteli niikuin tämän jeesuksen morsiammen kuuluukin.
89	fin	-1	Tele2000, Hakupalvelu sitä sun tätä, Eniro, Fonecta voi helvetti.
90	fin	-1	"Ja kerran mainitsin psykologilleni näistä syömisongelmistani, mutta en usko, että hän otti minua tosissaan.
0	1	0	0	4										0	1	20	5	comments2008c.vrt 2498520	Kai sitä vois pikkusen jotakin syödäkkin ja jatkaa tätä hommaa, jotta valmistuu.
1	0	0	0	4										0	-1	4	5	comments2017b.vrt 641830	kleider machen leute
-1	-1	-1	-1	1										1	0	13	5	comments2008f.vrt 1456373	se on niin väärin ja miä oon katkera kaikille ihmisille jotka ite hallitsee elämänsä.
-1	-1	0	-1	2										0	1	12	5	comments2007d.vrt 3167480	Olen huomannut myös muita hyviä provotäkyjä:
0	1	0	0	4										-1	-1	13	5	comments2006d.vrt 1918525	Ajotietokoneen näyttö todella tarkka.
0	-1	0	0	2										0	1	4	5	comments2009f.vrt 3203787	Jos siihen vielä mätkäistään lisäksi vielä ne perintätoimiston kulut, jotka voivat olla moninkertaiset alkuperäiseen saatavaan verrattuna, niin ei se ihan oikein voi olla.
0	0	0	0	3										0	1	18	5	threads2009a.vrt 2589125	tos
0	-1	0	0	2										0	-1	2	5	threads2007b.vrt 318019	Ei oo poikakaveria, ninku kaikilla muilla mun ikäsillä on.
0	0	0	0	3										1	0	16	5	comments2008e.vrt 149138	1) kyllä, ainakin osa muuttuu
-1	-1	0	-1	2										0	1	3	5	comments2006b.vrt 4160705	Vali valivali!
1	-1	-1	-1	2				-1	0	0				0	1	18	5	comments2012a.vrt 1385000	Joo, eipä kyllä lapin miehien maine nyt mitenkään parantunut, vaikkei kaikkia saisikaan tuomita...
-1	-1	-1	-1	1										0	-1	13	5	comments2016c.vrt 202037	Kai nuo juutalaiset jotenkin ansaisivatkin tuon rosvojahan nuo on Mun mittapuussa.
0	-1	0	0	2										0	-1	13	5	comments2017e.vrt 851504	Murhia on tehty ympäri maailmaa esim. Norjassa.
-1	-1	-1	-1	1										0	1	8	5	comments2007e.vrt 3458355	vittu mitä siin o täystehosena jota 40 heppaa...
0	0	0	0	3										0	-1	5	5	comments2006a.vrt 3981784	On syytä korjata oikeinkirjoitusta: - kysytäänpä, ei kysytäämpä"" - mielipidekysely, ei ""mielipide kysely"""
91	fin	-1	Jätän tän surkeen maan josta ei tuu kuin yks olumpiavoittaja, sekin on muija, vanhakin, ja sekin voitti vain sormenkoukistelukisan
92	fin	-1	Hänen olemuksestaan huomaa heti, ettei hän pidä läsnäolostani.
93	fin	-1	Hirveitä kärsimyksiä ja henkisiä tuskia ja taas niiden seuraamuksia, kalliita hoitokustannuksia ja omaisille monenlaista huolta ja murhetta, ja taas niidenkin hoitokustannuksia, koska saattavat synnyttää tressiä, henkistä ahdistusta.
94	fin	-1	Kaksi kuoli Teivon tiistairaveissa!!!
95	fin	-1	Ja tässä iässä toivossakaan jaksa enää elää.
96	fin	-1	Lukekaa ja kauhistelkaa:
97	fin	-1	Että silleen
98	fin	-1	Yks syy pysyä kaapis lisää, en voi kyl sanoo ettei mielee olis tullu toi mut haluun elää.
99	fin	-1	Pikkusielut ja nilkit pitävät monet juristit työllistettynä näissä asioissa.
100	fin	-1	"Tämä on teidän vakiopuolustuksenne, ""todista rikos"" ja täysin naurettava vaatimus."
101	fin	-1	Ei saa kiisata!
102	fin	-1	"Alkanut tuntumaan siltä, että pidät tätä balttiksen tavoin omana palstanasi ja toivottelet kristiyille ""tervemenoa"" toivotuksia, niinpaljon paskaa syydät todellisten uskovien niskaan lukuisilla eri nikeilläsi."
103	fin	-1	Mikä te olette parjaamaan kanssaihmisiänne.
104	fin	-1	Älä muuta viserrä, samaa olen minäkin ihmetellyt jo vuosikausia.
105	fin	-1	Jaa, että laiskana kotona maataan...
106	fin	-1	Se ei ole Jumala joka mielestäni rankaisee syntistä kuolemalla, vaan kuolema on ihmisen omien syntien seuraus.»
107	fin	-1	Mitäs merkitystä sillä on mun elämälle?
108	fin	-1	..järisyttävän kamalaa!!
109	fin	-1	Mutta se ei liikuttanut minua pätkääkään.
110	fin	-1	pinnallista paskaa..
111	fin	-1	"Jos kansa uhraa jatkuvasti lapsiuhreja ja raiskaa lapsia ja tekee ties mitä muuta kauhistuttavaa, homoilee.."""""
112	fin	-1	Näkee, että olet lukenut välillä Aku Ankan Pelle Pelotonta typerien autolehtien sijaan.
113	fin	-1	....
114	fin	-1	Olen lähettänyt ainoastaan fiksuja asiallisia viestejä naisille mut naiset ei vastaa ikinä.
115	fin	-1	Velivenäläinen kulkee rajan yli rahatukko kädessään ja ostaa sen mihin suomipojalla ei ole varaa.
116	fin	-1	Kiukuttaako,-)???
117	fin	-1	"Suomalainen media hyökkää kaikkia niitä vastaan, joilla ""vääriä"" oikeistokonservatiivisia näkökulmia yhteiskunnallisiin aiheisiin."
118	fin	-1	ette tiedäkkään kuinka helvetin julmia ja ilkeitä voitte olla!
119	fin	-1	Sulkemalla netin salasanan taakse ja uhkailemalla erolla haluat vain pitää pitää häntä vallassasi.
120	fin	-1	Vaan minä kirjoitin teille, että jos joku, jota kutsutaan veljeksi, on huorintekijä tai ahne tai epäjumalanpalvelija tai pilkkaaja tai juomari tai anastaja, te ette seurustelisi ettekä söisikään semmoisen kanssa.
121	fin	-1	"Sairaaloihin ""parantamaan"", koska joukkosuggestio ei niissä onnistuisi."
122	fin	-1	HÄIVY HIHHULI
123	fin	-1	Odottelin soittoasi ja odotan välillä vieläkin, vaikka järki kertookin sen olevan jo turhaa.
124	fin	-1	Dokaamisen lopettaminen oli tosi vaikeeta, yritin, muttei onnistunut.
125	fin	-1	Älä sorru menemään huoriin.
126	fin	-1	Liity meihin ja tule naziksi... homous on downatello ninja.
127	fin	-1	Mattia oikein viimeisen päälle - ja nyt nauraa p-set naurut koko raha-asialle - kyllä toi Vanhanen on TYHMÄ
128	fin	-1	Onhan jenkkeissä paljon paskaa mutta kun ovat vihollisen vihollinen number uno!
129	fin	-1	Idiootit teinit sivulta pois.
130	fin	-1	Miehesi onkin sitten toinen tarina.
131	fin	-1	vääntää rumaa lärviinsä ja rääkyy ihan ku joku 13v pikkuhiiri ekan kerran kännis
132	fin	-1	Olen kyllä mukana äiti-lapsi kerhossa ja käy minun kaverit joskus meillä mutta ei se ole sama asia kun kaipaisi että se toinen aikuinen jakaisi perhe-elämän ilot ja surut.
133	fin	-1	Sillo ku aloin hoitaa sitä nii se oli iha seko eikä kuunnellu yhtää.
134	fin	-1	*Menee pukeutumaan säkkiin ja paiskaa peilin h**vettiin*
135	fin	-1	Räjäyttäiskö koko rakennuksen ilmaan.
136	fin	-1	Taidan ruveta turvikseksi, värjään naamani ja ihoni niin saan suvakeilta hellyyttä ja piparia.
137	fin	-1	Mut kun se tuossa on niin viime vuonna taisi Antti Tuisku viihdyttää ja se ei oikein taida naiskauneuden päälle ymmärtää.
138	fin	-1	Koska mitään suodattimia ei löydy niin täytyy kahlata näiden räkänokkien järjettömissä möläyksissä.
139	fin	-1	Kunhan saadaan nuo saastuttavat suurvalla edes puolittamaan päästönsä, niin maailman ilmastolla ei olisi miään hätää vuosituhansiin.
140	fin	-1	Jaa-a, miksiköhän!?
141	fin	-1	Toivon myös että fanit eivät lopettaisi Nightwishin fanittamisen, koska ovathan ne tehneet kovaa työtä fanien ansaitsemiseen.
142	fin	-1	Kyllä siinä kuulkaas palsta tyhjenee vittu ihan kaikista kirjoituksista.
143	fin	-1	Vain omahyväinen nurkkapatriootti voi väittää, että tuon väestön kulku olisi valtakunnallinen kysymys.
144	fin	-1	MUTTA NYT EI SE POINTINA.
145	fin	-1	Ei kukaan voi olla noin mustasukkainen miehestään ja vielä tajuamatta sitä itse!
146	fin	-1	Mieheni ei taida tietää miten vähällä on että menettää minut.
147	fin	-1	Tuhoon tuomittua parisuhdetta ei kannata koskaan jatkaa...
148	fin	-1	Harvoin näkee noin monta kirjoitusvirhettä yhdessä viestissä.
149	fin	-1	Uuh, sua hävettäis, jos tietäisit kenelle tai millaiselle puhut, jos tietäisit.
150	fin	-1	Söin aikaisemmin masennuslääkkeitä ja silloin nämä ajatukset eivät häirinneet niin paljon, mutta kokeilin lopettaa ne ja ajatukset alkoivat taas ahdistaa.
151	fin	-1	Paljolta harmilta säästyttäis, kun ei yritettäis perse edellä puuhun!
152	fin	-1	Tarvitseeko tällaisen ahdasmielisen paskan saarnaaajia minun rahoillani opettaa?
153	fin	-1	Nytkin tässä tapauksessa punanuttu olisi voinut ennen viestin lainaamista tarkistaa Änkyrän saamat vastaukset: http://keskustelu.suomi24.fi/listmessage/9166418/44715430 http://keskustelu.suomi24.fi/listmessage/9166418/44715474 http://keskustelu.suomi24.fi/listmessage/9166418/44715501 http://keskustelu.suomi24.fi/listmessage/9166418/44715689 http://keskustelu.suomi24.fi/listmessage/9166418/44722925
154	fin	-1	Ja mitä vittua tuo tarkoittaa, että MAT selittää todellisuutta, mutta ei ole sitä?
155	fin	-1	Vihreiden tavoite muslimeja maahan
156	fin	-1	Toni Halme on antanut puolueelle rikolliset kasvot ja se näkyy kannatuksessa, me tavalliset suomalaiset emme omaa rikosrekisteriä kotimaassa ja ulkomailla, miten kukaan voi uskoa että Halme pystyy mihinkään tärkeään työhön jo ihan faktojen perusteella?
157	fin	-1	Mielessä pyörii vain, että olen epänormaali ja huono ihminen kun ei ole kavereita eikä mitään naiskokemuksia.
158	fin	-1	Älä pistä sanoja mun suuhuni, en ole itkenyt ettei minusta voi tulla miljonääriä, taikka etten voi seurustella huippumallien kanssa.
159	fin	-1	ja porvarit nauraa.
160	fin	-1	Ensin hamuavat ja rohmuavat jättioptiot ja verohelpotukset ja nyt meinaavat viedä työkansan äänetkin.
161	fin	-1	Jos ihmiset olisivat välittäneet toisistaan enemmän, murhenäytelmältä olisi vältytty.
162	fin	-1	Ikävää..
163	fin	-1	Itse olen hakannut päätäni tähän kiveen eräänkin kerran ja nyt alkaa jo vituttaa.
164	fin	-1	IKINÄ ei ole esimies tätä palautetta minulle välittänyt, ei minkäänlaista kiitoksen puolikastakaan, mutta jos on valittamista niin sen kyllä saan kuulla, eikä yleensä kovin asiallisin sanankääntein, että semmoset on tämän esimiehen kannustinjärjestelmät..
165	fin	-1	Tätä on kestänyt puoli vuotta, soittelee päivittäin, tuntuu keksivän aina jonkun syyn miksi voi soittaa.
166	fin	-1	Itseasiassa, minä tappaisin itseni josmieheni pettäisi minua.
167	fin	-1	Ja taas tätä logiikkaa...
168	fin	-1	haista sinä kauha paska
169	fin	-1	Täytyyhän somali- ja iranipoikienkin saada kuukausittainen kymppitonninsa Stockmannia varten jostain!!!
170	fin	-1	Niistä pettymyksistä oli välillä vaikea toipua.
171	fin	-1	olisit sitten jättänyt kommentoimatta, ei sinun musiikkimakusi erilaisuus ketään kiinnosta
172	fin	-1	minä otin kerran yhtä paskiaista kurkusta kiinni ja puristin niin lujaa, että siltä lensi silmät päästä ja veri roiskui korvista.
173	fin	-1	Siis se vanha ja oikea Pokémaster Harwey mutta päätin vaihtaa nimeni True Harweyksi ainakin vähäksi aikaa ellei ikuisesti sen idiootti Lugian takia... &gt;:C
174	fin	-1	Ruotsissahan on sanottukin että he eivät tarvitse armeijaa,koska Suomella on ja vielä aika suuri sellainen - että Ruotsi on heikko,se kyllä tiedetään.
175	fin	-1	Minäkin olen tavannut nörttejä joiden vakio-aamiainen oli roiskeläppä kokiksen kera - yökkis!
176	fin	-1	"Minä en muuten ymmärrä miksi jotkut pitävät tuosta Adamin ""Oi jouluyöstä"" yleensäkään kenenkään laulamana."
177	fin	-1	Yhdessä kammottavan huoltohinnoittelun kanssa tuo piittaamattomuus vei kyseisen liikkeen boikottilistalleni tod.näk.
178	fin	-1	Huokaus.
179	fin	-1	TOTTA,JOS TARVETTA TAKKAPUISTA, MINULTA LÖYTYY EI TARVITSE upm KYSYÄ, MUTTA TÄMÄ ONKIN TULEVAISUUDEN KUVA, TIEDÄN,ETTÄ TARVE TULEE, KUN EI OLLA ENÄÄ EU:SSA JNE......eletään kuten 50v ajassa taaksepäin; kun ei ole edes VÄLINEITÄ TEHDÄ TYÖTÄ!!!!
180	fin	-1	LAINAUS PÄÄTTYY
181	fin	-1	En haluaisi hylätä ketään rahan takia, mutta...
182	fin	-1	SITÄ minä en todellakaan antanut anteeksi.
183	fin	-1	Tämä on yllättävä ja ikävä käänne.
184	fin	-1	Ei hyvää päivää : (
185	fin	-1	Mitä sekoilet?
186	fin	-1	Ikuiset valiittajat hypätkää suohon!
187	fin	-1	Ne vaatteet on niin julmetun rumia etten niitä kuitenkaan lapseni päälle pukisi joten otin mieluummin rahat.
188	fin	-1	Taas ulkomainen kylttyyri rikastutti suomalismusikoiden arkea.
189	fin	-1	Sitten voi käydä niin huonosti potilaan kannalta että kylvetään lisää lääkkeitä lääkkeestä tulleisiin haittoihin mikä voi vaan pahentaa potilaan oloa.
190	fin	-1	On se hirveetä kun julkkiksia mollataan!!
191	fin	-1	- Mä en uskaltanut siksi lähteä kouluun vaan halusin pysyä kotona.
192	fin	-1	BTW, täysin turha ketju...;)
193	fin	-1	Miksi tuntuu siltä että saa pelkkiä valituksia eikä koskaan kiitosta?
194	fin	-1	hakisin unilääkkeet mutta pelkään taas ottavani koko paketin.
195	fin	-1	Minä uskon että jos isäsi eläisi saisit kunnolla selkääsi!
196	fin	-1	Onkö järkeä ottaa jostakin vinku Intiasta pakolainen tänne toiselle puolelle maapalloa?
197	fin	-1	"Isot kaupat ""juoksuttavat asiakasta jo ihan tarpeeksi, saat laahustaa kalsariosaston läpi hakemaan maitopurkin 300metrin päästä, minä siirrän samalla kalsareita puuterihyllyyn ;)))"
198	fin	-1	Karvainen pillu kertoo nykyään että nainen ei halua pitää hygieniastaan huolta.
199	fin	-1	vihaan eniten maailmassa pahuutta ja ilkeitä ihmisiä, ne on mun silmissä täysiä nollia.
200	fin	-1	- Krimin ihmisoikeustilanne on muuttunut surkeaksi.
201	fin	-1	Ja pian oikeisto räksyttää 4vuotta ja 2,4 rahaa, voi voi kuinka paljon maksaa..
202	fin	-1	Minä olen näissä tilanteissa tosi vaikeassa roolissa, koska en osaa oikein reagoida mitään.
203	fin	-1	miehen poika on näsäviisas uhkailee lapsiani,mutta mieheni ei halua edes puhua koko asiasta..
204	fin	-1	Käy vittuilemassa kurssilaisille!
205	fin	-1	Raukkamaisina pelkureina he eivät uskalla katsoa oman oppinsa pahuutta silmiin pitäen Stalinin miljoonateurastuksia vähäpätöisempänä asiana kuin sitä, että amerikkalaissotilaat riisuivat alastomiksi irakilaisterroristeja.
206	fin	-1	Kyllä mulla menee noihin kalakauppiaisiin hermot, ne varmasti hyppii riemusta vaan kattoon jos sulle nyt vielä nitriittiä tulee ja kalat kuolee...
207	fin	-1	tai sitten naisille joku emäntäkoulu pakolliseks..
208	fin	-1	"Tietenkin sitä voi työkkärissäkin roikkua ja mielistellen käydä 8 kertaa saman ""miksi en saa töitä kurssin""."
209	fin	-1	"Silti, tekeytyy muiden ihmisten silmissä ""mun ystäväksi""."
210	fin	-1	Virolainen oli pakkoruotsihuora.
211	fin	-1	"Onhan se hemmetin vaikeaa myöntää että ""Niin."
212	fin	-1	Kuka noita marisevia eteläisiä tänne tahtoo, täällä on kyllä paljon itseään ja toisia kunnioittavaa väkeä.
213	fin	-1	YKKÖSAUTOKSI EN HUOLISI SITÄ =
214	fin	-1	hölmö akka.
215	fin	-1	jos ei tuo kelpaa niin tässä sitten herralle Inglesin sää kun niin kovasti siitä pitää puhua?
216	fin	-1	Ei ole reilua viedä viattoman ihmisalun elämää.
217	fin	-1	"Tässä korostuu ahneus ja se ""joukkoirtisanominen""on yksi osoitus tuosta häikäilemättömyydestä jota sieltä osattiin odottaa.Minusta voivat ihan vapaasti lähteä nostelemaan sillä silloin voidaan ottaa tuontihoitajat peliin joiden motivaatio on ihan toisella asteellaa.Sota ei yhtä porukkaa kaipaa sanotaan jo sanalaskussakin.Ahneella on paskanen loppu sanotaan sananlaskussa.Mitäpä tekee esim raitiovaunun tai bussinkuljettaja muuta kuin todella vastuullista työtä ja ihan pienellä palkalla (esimerkkinä)yhdestä ryhmästä."
218	fin	-1	Pötyä.
219	fin	-1	"Annahan olla, perkele tulee huomenna, kiusaa hänen sydäntään ja kuiskuttelee hänen korvaansa: ""No nyt vasta minä tunnen uskovani oikein, eilen en varmaankaan uskonut oikein."
220	fin	-1	En mä tiedä kuinka mä voisin sua neuvoa.
221	fin	-1	Ja jos joskus oikein intoudutaan aurailemaan, niin tietenkin pidetään sitä auraa ainakin pari senttiä irti asvaltin pinnasta että jää semmoinen sopiva tiivis sohjo missä auto vetelee sinne sun tänne.
222	fin	-1	muillakin samat ongelmat, jos eivät imelää tyrkytä, niin sitten suolaista perunalastua tms JA IHAN VANHEMMILTA KYSYMÄTTÄ ANTAVAT !!!
223	fin	-1	Joten läskit muijat: YLÖS,ULOS ja LENKILLE, ei kuitenkaan makkaralenkille ;););)
224	fin	-1	Ja juuri sitä soosia pitäisi välttää.
225	fin	-1	Niinkuin nyt kun turhaan tuon pitkän aivopierun ulostit.
226	fin	-1	niin ja vielä se turha juominen joka viikonloppu on ihan perseestä!
227	fin	-1	Höpö höpö.
228	fin	-1	Tosin tolla ei alunperinkään ollu kovin naisellinen ääni.
229	fin	-1	Kieli oli kuiva kuin sahara, vaikka sylkeä muuten kyllä oli suussa.
230	fin	-1	Ja sehän on aivan kamalaa.
231	fin	-1	17-18 tapahtumat on täyttä valetta
232	fin	-1	Ruutu ei ole hyvä oikein missään.
233	fin	-1	Jos taas mielessä on kunnon suhde, tollanen asenne kertoo itsekkyydestä eikä povaa hyvää tulevaisuutta..
234	fin	-1	"Homoseksuaalisuus kumpuaa turmeltuneen ihmissydämen ""lihan himoista"", ei puhtaasta mielestä ja rakkaudesta, jonka usko vaikuttaa."
235	fin	-1	Sodissa sotaherrojen kannattaa eliminoida riittävästi väkeä jotta kansalaiset ottavat tosissaan sen ettei elämässä kannata huijata toisia kansalaisia ja aiheuttaa tällä tavoin kaaosta yhteiskuntaan vaan palvella sotaherroja.
236	fin	-1	olis sitten syytä miettiä miksi teet sellaista, että ne suhteet pilaantuu
237	fin	-1	Onkohan tästä maasta tai sen päätäjiltä kadonnut se viimeinenkin järjen hiven?
238	fin	-1	se jälkeen en ole ex nähnyt enkä halua olla hänen kanssa missään tekemissä ..
239	fin	-1	Ei ollut oikein kivaa.
240	fin	-1	Itkin aikoinaan kun tuosta Julian pois menosta kuulin.
